target_id	length	eff_length	est_counts	tpm
SOAP.k35.scaffold30113	1124	914.378	0	0
SOAP.k35.scaffold30154	2942	2732.38	4	0.164135
SOAP.k35.scaffold30295	4099	3889.38	234.025	6.74628
SOAP.k35.scaffold30408	4794	4584.38	2.03185	0.0496928
SOAP.k35.scaffold30463	3361	3151.38	252	8.96566
SOAP.k35.scaffold30476	1803	1593.38	71	4.99599
SOAP.k35.scaffold30506	2213	2003.38	2062	115.401
SOAP.k35.scaffold30633	4192	3982.38	2026	57.0399
SOAP.k35.scaffold30757	460	262.843	1.08831	0.464236
SOAP.k35.scaffold30759	2796	2586.38	90	3.90151
SOAP.k35.scaffold31025	1227	1017.38	2	0.220409
SOAP.k35.scaffold31196	399	209.247	1	0.535826
SOAP.k35.scaffold31249	1995	1785.38	153	9.60823
SOAP.k35.scaffold31393	1553	1343.38	4	0.333844
SOAP.k35.scaffold31407	7617	7407.38	268	4.05651
SOAP.k35.scaffold31529	2455	2245.38	2	0.0998671
SOAP.k35.scaffold31567	548	343.612	0	0
SOAP.k35.scaffold31597	1583	1373.38	0	0
SOAP.k35.scaffold31737	2897	2687.38	0	0
SOAP.k35.scaffold32017	729	520.119	6	1.29339
SOAP.k35.scaffold32109	409	217.818	1.00936	0.519558
SOAP.k35.scaffold32170	403	212.527	0	0
SOAP.k35.scaffold32205	3678	3468.38	8.36036	0.270259
SOAP.k35.scaffold32330	478	279.108	14	5.6239
SOAP.k35.scaffold32348	2406	2196.38	91	4.64533
SOAP.k35.scaffold32416	3371	3161.38	101.417	3.5968
SOAP.k35.scaffold32597	4019	3809.38	634	18.6602
SOAP.k35.scaffold32682	878	668.378	0	0
SOAP.k35.scaffold32719	3241	3031.38	1392.47	51.5025
SOAP.k35.scaffold32726	4723	4513.38	43.7016	1.08562
SOAP.k35.scaffold32752	1120	910.378	12	1.47789
SOAP.k35.scaffold32788	6989	6779.38	2129	35.2101
SOAP.k35.scaffold32856	3222	3012.38	971	36.1403
SOAP.k35.scaffold33097	1191	981.378	0	0
SOAP.k35.scaffold33148	4905	4695.38	4	0.095515
SOAP.k35.scaffold33161	2828	2618.38	7.27734	0.311618
SOAP.k35.scaffold33200	661	453.032	0	0
SOAP.k35.scaffold33204	794	584.621	0	0
SOAP.k35.scaffold33369	1981	1771.38	214	13.5452
SOAP.k35.scaffold33407	437	242.29	0	0
SOAP.k35.scaffold33503	3319	3109.38	0	0
SOAP.k35.scaffold33522	1354	1144.38	468	45.852
SOAP.k35.scaffold33555	408	216.934	2	1.03368
SOAP.k35.scaffold33783	417	224.744	0	0
SOAP.k35.scaffold33871	1099	889.378	1937	244.189
SOAP.k35.scaffold33918	2995	2785.38	238	9.58021
SOAP.k35.scaffold34005	3181	2971.38	4	0.150933
SOAP.k35.scaffold34045	1720	1510.38	1	0.0742329
SOAP.k35.scaffold34067	3650	3440.38	3	0.0977681
SOAP.k35.scaffold34128	4114	3904.38	794	22.8008
SOAP.k35.scaffold34131	4224	4014.38	976	27.2592
SOAP.k35.scaffold34324	5370	5160.38	0	0
SOAP.k35.scaffold34369	747	538.065	0	0
SOAP.k35.scaffold34514	2775	2565.38	9	0.393345
SOAP.k35.scaffold34713	3299	3089.38	1223	44.3851
SOAP.k35.scaffold34715	2069	1859.38	20	1.20599
SOAP.k35.scaffold34741	614	407.232	16036	4415.05
SOAP.k35.scaffold34791	1572	1362.38	235	19.3398
SOAP.k35.scaffold34798	1247	1037.38	0	0
SOAP.k35.scaffold34799	516	313.879	0	0
SOAP.k35.scaffold34911	2242	2032.38	0	0
SOAP.k35.scaffold34935	7320	7110.38	1441	22.7224
SOAP.k35.scaffold34939	766	556.848	0	0
SOAP.k35.scaffold34984	4005	3795.38	2	0.0590822
SOAP.k35.scaffold35030	312	136.378	1	0.822126
SOAP.k35.scaffold35041	864	654.378	3	0.514014
SOAP.k35.scaffold35053	608	401.355	0	0
SOAP.k35.scaffold35144	398	208.358	8	4.30488
SOAP.k35.scaffold35173	1122	912.378	57	7.00458
SOAP.k35.scaffold35174	1586	1376.38	0	0
SOAP.k35.scaffold35231	354	170.657	1	0.656989
SOAP.k35.scaffold35292	1601	1391.38	150	12.0873
SOAP.k35.scaffold35331	4169	3959.38	691	19.5674
SOAP.k35.scaffold35358	2567	2357.38	645.432	30.6975
SOAP.k35.scaffold35390	3128	2918.38	4524	173.805
SOAP.k35.scaffold35464	2922	2712.38	497	20.5441
SOAP.k35.scaffold35580	1331	1121.38	386	38.5938
SOAP.k35.scaffold35677	2791	2581.38	2	0.0868681
SOAP.k35.scaffold35704	601	394.634	2	0.568221
SOAP.k35.scaffold36024	2297	2087.38	115	6.17702
SOAP.k35.scaffold36192	433	238.869	4	1.87751
SOAP.k35.scaffold36269	3382	3172.38	66	2.3326
SOAP.k35.scaffold36314	1122	912.378	146	17.9416
SOAP.k35.scaffold36329	387	198.861	2	1.12762
SOAP.k35.scaffold36380	677	468.802	0	0
SOAP.k35.scaffold36524	981	771.378	39	5.66865
SOAP.k35.scaffold36639	527	324.134	3	1.03772
SOAP.k35.scaffold36659	1504	1294.38	2.14597	0.185885
SOAP.k35.scaffold36686	2373	2163.38	1082	56.076
SOAP.k35.scaffold36693	1376	1166.38	3	0.288379
SOAP.k35.scaffold36714	2828	2618.38	113	4.83869
SOAP.k35.scaffold36720	1754	1544.38	3	0.217796
SOAP.k35.scaffold36739	2589	2379.38	18	0.848186
SOAP.k35.scaffold36807	1817	1607.38	1	0.0697532
SOAP.k35.scaffold36829	2056	1846.38	27	1.63955
SOAP.k35.scaffold36999	371	184.871	1	0.606474
SOAP.k35.scaffold37020	596	389.951	0	0
SOAP.k35.scaffold37029	3765	3555.38	28	0.882987
SOAP.k35.scaffold37295	791	581.621	0	0
SOAP.k35.scaffold37625	2251	2041.38	19	1.04355
SOAP.k35.scaffold37640	572	366.859	3	0.916861
SOAP.k35.scaffold37686	384	196.16	56	32.0081
SOAP.k35.scaffold37764	2569	2359.38	673	31.9816
SOAP.k35.scaffold37815	714	505.273	0	0
SOAP.k35.scaffold37862	1018	808.378	0	0
SOAP.k35.scaffold37898	645	437.343	1.3803	0.353862
SOAP.k35.scaffold37901	804	594.621	0	0
SOAP.k35.scaffold37953	2037	1827.38	5.00763	0.307246
SOAP.k35.scaffold37965	2727	2517.38	2045	91.0808
SOAP.k35.scaffold37992	434	239.744	1	0.467664
SOAP.k35.scaffold38089	1990	1780.38	210	13.2248
SOAP.k35.scaffold38160	877	667.378	0	0
SOAP.k35.scaffold38279	3209	2999.38	0	0
SOAP.k35.scaffold38280	4519	4309.38	29	0.754511
SOAP.k35.scaffold38406	615	408.191	0	0
SOAP.k35.scaffold38528	2968	2758.38	3	0.121941
SOAP.k35.scaffold38550	949	739.378	31.6125	4.79374
SOAP.k35.scaffold38684	3891	3681.38	6	0.182735
SOAP.k35.scaffold38725	692	483.421	25	5.79824
SOAP.k35.scaffold38739	798	588.621	9	1.71431
SOAP.k35.scaffold38826	5007	4797.38	1	0.023371
SOAP.k35.scaffold38880	2656	2446.38	146	6.69131
SOAP.k35.scaffold38906	1648	1438.38	3	0.233846
SOAP.k35.scaffold39044	2034	1824.38	5	0.307282
SOAP.k35.scaffold39172	408	216.934	0	0
SOAP.k35.scaffold39252	3671	3461.38	3	0.0971749
SOAP.k35.scaffold39288	992	782.378	59	8.45507
SOAP.k35.scaffold39324	2613	2403.38	2	0.0933018
SOAP.k35.scaffold39376	3043	2833.38	14	0.553995
SOAP.k35.scaffold39388	735	526.119	0	0
SOAP.k35.scaffold39539	1102	892.378	0	0
SOAP.k35.scaffold39573	721	512.273	80	17.5094
SOAP.k35.scaffold39596	2356	2146.38	2	0.104473
SOAP.k35.scaffold39668	542	338.127	7	2.32113
SOAP.k35.scaffold39771	1121	911.378	0	0
SOAP.k35.scaffold39875	2995	2785.38	1014	40.8165
SOAP.k35.scaffold39877	676	467.802	0	0
SOAP.k35.scaffold40039	6854	6644.38	1991	33.5969
SOAP.k35.scaffold40041	555	350.437	0	0
SOAP.k35.scaffold40097	2967	2757.38	254	10.3281
SOAP.k35.scaffold40105	3973	3763.38	2	0.0595846
SOAP.k35.scaffold40131	874	664.378	4	0.675036
SOAP.k35.scaffold40379	439	244.086	7	3.21541
SOAP.k35.scaffold40471	524	321.331	0	0
SOAP.k35.scaffold40590	1986	1776.38	644	40.6474
SOAP.k35.scaffold40620	625	417.861	0	0
SOAP.k35.scaffold40733	984	774.378	0	0
SOAP.k35.scaffold40745	1600	1390.38	600	48.3838
SOAP.k35.scaffold40759	546	341.715	2	0.656217
SOAP.k35.scaffold40823	841	631.441	0	0
SOAP.k35.scaffold40855	2426	2216.38	2	0.101174
SOAP.k35.scaffold40960	2313	2103.38	16.1035	0.858391
SOAP.k35.scaffold40969	1016	806.378	5	0.695206
SOAP.k35.scaffold41094	1064	854.378	6	0.787378
SOAP.k35.scaffold41174	459	261.979	0	0
SOAP.k35.scaffold41326	2148	1938.38	13.6006	0.786684
SOAP.k35.scaffold41362	541	337.127	0	0
SOAP.k35.scaffold41392	1262	1052.38	12	1.27847
SOAP.k35.scaffold41538	490	289.908	75	29.0057
SOAP.k35.scaffold41560	2408	2198.38	17600	897.62
SOAP.k35.scaffold41572	903	693.378	0	0
SOAP.k35.scaffold41645	1615	1405.38	6	0.478674
SOAP.k35.scaffold41680	3182	2972.38	669.643	25.2593
SOAP.k35.scaffold41778	1928	1718.38	1	0.0652474
SOAP.k35.scaffold41809	3077	2867.38	633	24.7515
SOAP.k35.scaffold41858	671	462.895	8	1.93771
SOAP.k35.scaffold41909	1948	1738.38	10	0.644967
SOAP.k35.scaffold42025	5105	4895.38	7	0.160322
SOAP.k35.scaffold42106	524	321.331	4	1.39569
SOAP.k35.scaffold42127	760	550.848	0	0
SOAP.k35.scaffold42139	5939	5729.38	524.999	10.2739
SOAP.k35.scaffold42282	3262	3052.38	0	0
SOAP.k35.scaffold42284	2715	2505.38	0	0
SOAP.k35.scaffold42353	1741	1531.38	1841	134.789
SOAP.k35.scaffold42474	676	467.802	2	0.479347
SOAP.k35.scaffold42691	513	310.975	1	0.360543
SOAP.k35.scaffold42777	2113	1903.38	2147	126.47
SOAP.k35.scaffold42782	525	322.233	0	0
SOAP.k35.scaffold42823	514	311.975	0	0
SOAP.k35.scaffold42834	1237	1027.38	136	14.8419
SOAP.k35.scaffold42968	1625	1415.38	37.3196	2.95628
SOAP.k35.scaffold42980	898	688.378	19	3.09463
SOAP.k35.scaffold43057	1192	982.378	43	4.90763
SOAP.k35.scaffold43115	633	425.691	418	110.094
SOAP.k35.scaffold43145	1677	1467.38	7	0.534857
SOAP.k35.scaffold43229	851	641.378	0	0
SOAP.k35.scaffold43317	1777	1567.38	7	0.500733
SOAP.k35.scaffold43482	533	329.736	80.2361	27.2826
SOAP.k35.scaffold43582	3652	3442.38	1364	44.4261
SOAP.k35.scaffold43623	2439	2229.38	645	32.4383
SOAP.k35.scaffold43624	478	279.108	18	7.23072
SOAP.k35.scaffold43652	979	769.378	78	11.3668
SOAP.k35.scaffold43688	874	664.378	6	1.01255
SOAP.k35.scaffold43743	1535	1325.38	3113	263.343
SOAP.k35.scaffold43852	3246	3036.38	701	25.8848
SOAP.k35.scaffold43926	748	539.065	99	20.5909
SOAP.k35.scaffold43973	1171	961.378	0	0
SOAP.k35.scaffold43980	1440	1230.38	15	1.36689
SOAP.k35.scaffold43981	797	587.621	0	0
SOAP.k35.scaffold44009	4181	3971.38	2646	74.7017
SOAP.k35.scaffold44019	1278	1068.38	198	20.7789
SOAP.k35.scaffold44081	744	535.119	0	0
SOAP.k35.scaffold44097	638	430.648	1	0.260351
SOAP.k35.scaffold44107	587	381.105	1	0.294196
SOAP.k35.scaffold44162	1102	892.378	0	0
SOAP.k35.scaffold44214	589	383.028	0	0
SOAP.k35.scaffold44221	853	643.378	1	0.174267
SOAP.k35.scaffold44248	695	486.421	0	0
SOAP.k35.scaffold44275	3157	2947.38	2180	82.9283
SOAP.k35.scaffold44282	3957	3747.38	81	2.42348
SOAP.k35.scaffold44285	772	562.792	0	0
SOAP.k35.scaffold44322	4244	4034.38	16	0.444657
SOAP.k35.scaffold44375	4692	4482.38	266	6.65358
SOAP.k35.scaffold44392	611	404.355	0	0
SOAP.k35.scaffold44404	778	568.679	3	0.591475
SOAP.k35.scaffold44409	731	522.119	2	0.42948
SOAP.k35.scaffold44464	1687	1477.38	71	5.38826
SOAP.k35.scaffold44507	586	380.144	0	0
SOAP.k35.scaffold44511	3614	3404.38	2923	96.266
SOAP.k35.scaffold44526	1448	1238.38	40	3.6215
SOAP.k35.scaffold44548	644	436.43	0	0
SOAP.k35.scaffold44588	861	651.378	0	0
SOAP.k35.scaffold44612	1128	918.378	3	0.366254
SOAP.k35.scaffold44646	1057	847.378	12	1.58776
SOAP.k35.scaffold44703	611	404.355	0	0
SOAP.k35.scaffold44749	853	643.378	0	0
SOAP.k35.scaffold44775	636	428.691	3	0.784619
SOAP.k35.scaffold44800	945	735.378	0	0
SOAP.k35.scaffold44825	1670	1460.38	3071.45	235.809
