target_id	length	eff_length	est_counts	tpm
SOAP.k35.scaffold13596	6949	6738.69	7	0.109726
SOAP.k35.scaffold13613	460	261.074	0	0
SOAP.k35.scaffold13737	4838	4627.69	571	13.0334
SOAP.k35.scaffold13773	1888	1677.69	6	0.377769
SOAP.k35.scaffold13828	2566	2355.69	0	0
SOAP.k35.scaffold14071	762	552.25	0	0
SOAP.k35.scaffold14279	2538	2327.69	3	0.136139
SOAP.k35.scaffold14416	4282	4071.69	50.8732	1.31978
SOAP.k35.scaffold14453	1942	1731.69	1	0.0609982
SOAP.k35.scaffold14571	3106	2895.69	32.0354	1.1686
SOAP.k35.scaffold14905	8238	8027.69	944	12.4213
SOAP.k35.scaffold14928	3523	3312.69	2	0.0637729
SOAP.k35.scaffold15024	1309	1098.69	5	0.480709
SOAP.k35.scaffold15706	940	729.763	8.87744	1.28497
SOAP.k35.scaffold15753	727	517.461	314.658	64.2314
SOAP.k35.scaffold15848	2648	2437.69	302	13.0863
SOAP.k35.scaffold16115	4490	4279.69	126	3.10989
SOAP.k35.scaffold16414	2673	2462.69	0	0
SOAP.k35.scaffold16485	1214	1003.69	7	0.736691
SOAP.k35.scaffold16551	2332	2121.69	3294	163.994
SOAP.k35.scaffold16578	4551	4340.69	283.932	6.90943
SOAP.k35.scaffold16587	2071	1860.69	8	0.454154
SOAP.k35.scaffold16592	1612	1401.69	0	0
SOAP.k35.scaffold16991	3073	2862.69	1134	41.8433
SOAP.k35.scaffold17013	302	128.17	0	0
SOAP.k35.scaffold17212	1043	832.689	536	67.9937
SOAP.k35.scaffold17314	1504	1293.69	24	1.9596
SOAP.k35.scaffold17446	11316	11105.7	3.01217	0.0286497
SOAP.k35.scaffold17656	3571	3360.69	21	0.660051
SOAP.k35.scaffold17728	2421	2210.69	434	20.7371
SOAP.k35.scaffold17796	1589	1378.69	0	0
SOAP.k35.scaffold17814	1078	867.689	34	4.13906
SOAP.k35.scaffold18013	5093	4882.69	9	0.194702
SOAP.k35.scaffold18488	1621	1410.69	0	0
SOAP.k35.scaffold18548	3032	2821.69	3	0.112305
SOAP.k35.scaffold18750	1440	1229.69	0	0
SOAP.k35.scaffold18798	5221	5010.69	732	15.4312
SOAP.k35.scaffold18955	4412	4201.69	255	6.41066
SOAP.k35.scaffold18969	1247	1036.69	1	0.101892
SOAP.k35.scaffold19043	3867	3656.69	5	0.144434
SOAP.k35.scaffold19075	768	558.25	0	0
SOAP.k35.scaffold19199	1136	925.689	4.45549	0.508413
SOAP.k35.scaffold19321	5286	5075.69	195	4.05813
SOAP.k35.scaffold19688	2194	1983.69	173	9.21211
SOAP.k35.scaffold19737	4459	4248.69	0	0
SOAP.k35.scaffold19933	3745	3534.69	7825	233.841
SOAP.k35.scaffold19987	696	486.763	1	0.217005
SOAP.k35.scaffold19997	3599	3388.69	1	0.0311713
SOAP.k35.scaffold20492	3939	3728.69	3881	109.945
SOAP.k35.scaffold20897	2171	1960.69	156.305	8.42077
SOAP.k35.scaffold20987	5560	5349.69	9	0.177705
SOAP.k35.scaffold21123	1978	1767.69	592	35.3755
SOAP.k35.scaffold21278	1030	819.689	5863	755.54
SOAP.k35.scaffold21342	593	386.014	0	0
SOAP.k35.scaffold21358	980	769.689	409	56.13
SOAP.k35.scaffold21383	843	632.958	1	0.166883
SOAP.k35.scaffold21446	1487	1276.69	198.176	16.3966
SOAP.k35.scaffold21504	3585	3374.69	5719	179.008
SOAP.k35.scaffold21678	1864	1653.69	0	0
SOAP.k35.scaffold21754	1024	813.689	145.566	18.8968
SOAP.k35.scaffold21886	474	273.918	0	0
SOAP.k35.scaffold22035	5119	4908.69	15	0.322784
SOAP.k35.scaffold22089	1572	1361.69	18	1.39631
SOAP.k35.scaffold22107	2487	2276.69	6.84455	0.317562
SOAP.k35.scaffold22260	1916	1705.69	38	2.35326
SOAP.k35.scaffold22341	3255	3044.69	2	0.0693863
SOAP.k35.scaffold22876	1021	810.689	0	0
SOAP.k35.scaffold22975	810	600.08	94.8506	16.6962
SOAP.k35.scaffold22997	2919	2708.69	129.146	5.03627
SOAP.k35.scaffold23141	607	399.538	2	0.52876
SOAP.k35.scaffold23153	3870	3659.69	40	1.15452
SOAP.k35.scaffold23204	7272	7061.69	657	9.82751
SOAP.k35.scaffold23484	1669	1458.69	12	0.868971
SOAP.k35.scaffold23495	404	211.42	0	0
SOAP.k35.scaffold23515	2894	2683.69	4	0.15744
SOAP.k35.scaffold23620	1639	1428.69	1	0.0739348
SOAP.k35.scaffold23637	6532	6321.69	11.3036	0.188874
SOAP.k35.scaffold23710	3014	2803.69	150	5.6513
SOAP.k35.scaffold23728	2111	1900.69	0	0
SOAP.k35.scaffold23852	2284	2073.69	692	35.2492
SOAP.k35.scaffold23882	2431	2220.69	14	0.665928
SOAP.k35.scaffold23918	3413	3202.69	1	0.0329816
SOAP.k35.scaffold24133	2247	2036.69	0	0
SOAP.k35.scaffold24164	469	269.282	17	6.66851
SOAP.k35.scaffold24190	3459	3248.69	22	0.715322
SOAP.k35.scaffold24272	488	286.652	10	3.68495
SOAP.k35.scaffold24308	355	169.817	0	0
SOAP.k35.scaffold24360	5877	5666.69	876	16.3291
SOAP.k35.scaffold24508	733	523.41	0	0
SOAP.k35.scaffold24554	2262	2051.69	1242	63.9436
SOAP.k35.scaffold24655	2409	2198.69	2	0.0960844
SOAP.k35.scaffold24741	2906	2695.69	1005	39.3807
SOAP.k35.scaffold24802	2152	1941.69	83	4.51528
SOAP.k35.scaffold24807	1237	1026.69	0	0
SOAP.k35.scaffold25094	2466	2255.69	0	0
SOAP.k35.scaffold25134	2237	2026.69	8	0.416955
SOAP.k35.scaffold25191	340	157.732	3	2.00904
SOAP.k35.scaffold25240	627	419.005	4	1.00839
SOAP.k35.scaffold25288	5380	5169.69	2439	49.835
SOAP.k35.scaffold25309	1642	1431.69	1007	74.2964
SOAP.k35.scaffold25375	5982	5771.69	5	0.0915069
SOAP.k35.scaffold25392	5218	5007.69	366.417	7.72903
SOAP.k35.scaffold25446	3375	3164.69	0	0
SOAP.k35.scaffold25501	384	194.34	0	0
SOAP.k35.scaffold25563	1742	1531.69	0	0
SOAP.k35.scaffold25626	3780	3569.69	36	1.06527
SOAP.k35.scaffold25664	874	663.763	0	0
SOAP.k35.scaffold25678	1254	1043.69	218	22.0634
SOAP.k35.scaffold25717	2904	2693.69	26	1.01956
SOAP.k35.scaffold25926	2812	2601.69	2162.54	87.8002
SOAP.k35.scaffold26017	1346	1135.69	5893	548.105
SOAP.k35.scaffold26086	3603	3392.69	7	0.217942
SOAP.k35.scaffold26111	4190	3979.69	475.519	12.6213
SOAP.k35.scaffold26250	3334	3123.69	7202	243.541
SOAP.k35.scaffold26516	4686	4475.69	758	17.8894
SOAP.k35.scaffold26564	374	185.505	26	14.8049
SOAP.k35.scaffold26726	6359	6148.69	368	6.32196
SOAP.k35.scaffold26946	1201	990.689	4	0.42649
SOAP.k35.scaffold26974	3493	3282.69	9	0.289601
SOAP.k35.scaffold27085	5443	5232.69	425	8.57928
SOAP.k35.scaffold27090	4328	4117.69	4837.63	124.098
SOAP.k35.scaffold27146	745	535.304	12	2.36792
SOAP.k35.scaffold27149	1478	1267.69	993	82.7415
SOAP.k35.scaffold27160	805	595.08	1	0.177505
SOAP.k35.scaffold27258	2003	1792.69	14	0.824916
SOAP.k35.scaffold27368	334	152.726	2	1.38326
SOAP.k35.scaffold27493	4201	3990.69	549.653	14.5488
SOAP.k35.scaffold27718	4737	4526.69	11	0.256684
SOAP.k35.scaffold28035	2253	2042.69	2	0.103422
SOAP.k35.scaffold28037	625	417.089	102	25.832
SOAP.k35.scaffold28138	1629	1418.69	1	0.074456
SOAP.k35.scaffold28189	3449	3238.69	430	14.0245
SOAP.k35.scaffold28259	809	599.08	0	0
SOAP.k35.scaffold28409	2462	2251.69	1122.96	52.6797
SOAP.k35.scaffold28687	761	551.25	13	2.49104
SOAP.k35.scaffold28722	1447	1236.69	575	49.1127
SOAP.k35.scaffold28818	382	192.506	0	0
SOAP.k35.scaffold28982	2056	1845.69	2	0.114461
SOAP.k35.scaffold29000	1343	1132.69	0	0
SOAP.k35.scaffold29060	2742	2531.69	5	0.208615
SOAP.k35.scaffold29091	3126	2915.69	0	0
SOAP.k35.scaffold29098	1751	1540.69	1	0.0685601
SOAP.k35.scaffold29161	1196	985.689	0	0
SOAP.k35.scaffold29209	3485	3274.69	29	0.935437
SOAP.k35.scaffold29268	1924	1713.69	1185	73.0421
SOAP.k35.scaffold29403	2537	2326.69	115	5.22091
SOAP.k35.scaffold29418	709	499.665	2	0.422803
SOAP.k35.scaffold29653	2321	2110.69	2	0.10009
SOAP.k35.scaffold29680	1212	1001.69	6	0.63271
SOAP.k35.scaffold29718	5147	4936.69	2	0.0427938
SOAP.k35.scaffold29741	679	469.906	1	0.224789
SOAP.k35.scaffold29816	1405	1194.69	15481.8	1368.84
SOAP.k35.scaffold30036	1684	1473.69	1	0.0716772
SOAP.k35.scaffold30082	2633	2422.69	1	0.0436003
SOAP.k35.scaffold30110	4464	4253.69	378	9.3867
SOAP.k35.scaffold30113	1124	913.689	1.16238	0.134381
SOAP.k35.scaffold30154	2942	2731.69	12	0.46402
SOAP.k35.scaffold30295	4099	3888.69	182	4.94373
SOAP.k35.scaffold30408	4794	4583.69	3.04232	0.0701094
SOAP.k35.scaffold30463	3361	3150.69	331	11.0971
SOAP.k35.scaffold30476	1803	1592.69	65	4.31091
SOAP.k35.scaffold30506	2213	2002.69	2798	147.578
SOAP.k35.scaffold30633	4192	3981.69	15336	406.847
SOAP.k35.scaffold30757	460	261.074	2.04375	0.826897
SOAP.k35.scaffold30759	2796	2585.69	90	3.67666
SOAP.k35.scaffold31025	1227	1016.69	2	0.207792
SOAP.k35.scaffold31196	399	207.13	0	0
SOAP.k35.scaffold31249	1995	1784.69	197	11.6598
SOAP.k35.scaffold31393	1553	1342.69	0	0
SOAP.k35.scaffold31407	7617	7406.69	168	2.39592
SOAP.k35.scaffold31529	2455	2244.69	0	0
SOAP.k35.scaffold31567	548	342.804	0	0
SOAP.k35.scaffold31597	1583	1372.69	0	0
SOAP.k35.scaffold31737	2897	2686.69	0	0
SOAP.k35.scaffold32017	729	519.41	4	0.813461
SOAP.k35.scaffold32109	409	215.722	0	0
SOAP.k35.scaffold32170	403	210.532	1	0.501728
SOAP.k35.scaffold32205	3678	3467.69	0	0
SOAP.k35.scaffold32330	478	277.635	9	3.42417
SOAP.k35.scaffold32348	2406	2195.69	79	3.80052
SOAP.k35.scaffold32416	3371	3160.69	62.8412	2.10014
SOAP.k35.scaffold32597	4019	3808.69	710	19.6911
SOAP.k35.scaffold32682	878	667.763	2	0.31637
SOAP.k35.scaffold32719	3241	3030.69	2351.62	81.9621
SOAP.k35.scaffold32726	4723	4512.69	37.9504	0.888317
SOAP.k35.scaffold32752	1120	909.689	6	0.696699
SOAP.k35.scaffold32788	6989	6778.69	2117	32.9884
SOAP.k35.scaffold32856	3222	3011.69	1169.78	41.0282
SOAP.k35.scaffold33097	1191	980.689	53	5.70862
SOAP.k35.scaffold33148	4905	4694.69	24	0.539997
SOAP.k35.scaffold33161	2828	2617.69	9.26244	0.373761
SOAP.k35.scaffold33200	661	452.138	0	0
SOAP.k35.scaffold33204	794	584.08	0	0
SOAP.k35.scaffold33369	1981	1770.69	164	9.78337
SOAP.k35.scaffold33407	437	240.484	0	0
SOAP.k35.scaffold33503	3319	3108.69	42	1.42711
SOAP.k35.scaffold33522	1354	1143.69	267	24.6598
SOAP.k35.scaffold33555	408	214.836	2	0.983356
SOAP.k35.scaffold33783	417	222.543	0	0
SOAP.k35.scaffold33871	1099	888.689	2260	268.624
SOAP.k35.scaffold33918	2995	2784.69	351	13.3143
SOAP.k35.scaffold34005	3181	2970.69	5	0.177787
SOAP.k35.scaffold34045	1720	1509.69	0	0
SOAP.k35.scaffold34067	3650	3439.69	3	0.0921274
SOAP.k35.scaffold34128	4114	3903.69	1033	27.9519
SOAP.k35.scaffold34131	4224	4013.69	1049	27.607
SOAP.k35.scaffold34324	5370	5159.69	1	0.0204721
SOAP.k35.scaffold34369	747	537.304	0.543081	0.106766
SOAP.k35.scaffold34514	2775	2564.69	14	0.576607
SOAP.k35.scaffold34713	3299	3088.69	888	30.3687
SOAP.k35.scaffold34715	2069	1858.69	17	0.966115
SOAP.k35.scaffold34741	614	406.377	4943	1284.84
SOAP.k35.scaffold34791	1572	1361.69	152	11.791
SOAP.k35.scaffold34798	1247	1036.69	0	0
SOAP.k35.scaffold34799	516	312.623	0	0
SOAP.k35.scaffold34911	2242	2031.69	0	0
SOAP.k35.scaffold34935	7320	7109.69	1207	17.9326
SOAP.k35.scaffold34939	766	556.25	1	0.189896
SOAP.k35.scaffold34984	4005	3794.69	10	0.278362
SOAP.k35.scaffold35030	312	135.926	2	1.55422
SOAP.k35.scaffold35041	864	653.829	0	0
SOAP.k35.scaffold35053	608	400.498	1	0.263746
SOAP.k35.scaffold35144	398	206.284	0	0
SOAP.k35.scaffold35173	1122	911.689	38	4.40275
SOAP.k35.scaffold35174	1586	1375.69	0	0
SOAP.k35.scaffold35231	354	168.985	0	0
SOAP.k35.scaffold35292	1601	1390.69	189	14.3555
SOAP.k35.scaffold35331	4169	3958.69	754	20.119
SOAP.k35.scaffold35358	2567	2356.69	820.921	36.7947
SOAP.k35.scaffold35390	3128	2917.69	3338	120.846
SOAP.k35.scaffold35464	2922	2711.69	616	23.9954
SOAP.k35.scaffold35580	1331	1120.69	344	32.4235
SOAP.k35.scaffold35677	2791	2580.69	2.01253	0.0823747
SOAP.k35.scaffold35704	601	393.818	2	0.53644
SOAP.k35.scaffold36024	2297	2086.69	172	8.70678
SOAP.k35.scaffold36192	433	236.857	18	8.02735
SOAP.k35.scaffold36269	3382	3171.69	2	0.066608
SOAP.k35.scaffold36314	1122	911.689	211	24.4468
SOAP.k35.scaffold36329	387	197.025	12	6.4335
SOAP.k35.scaffold36380	677	467.906	0	0
SOAP.k35.scaffold36524	981	770.689	14	1.91883
SOAP.k35.scaffold36639	527	322.913	0	0
SOAP.k35.scaffold36659	1504	1293.69	0	0
SOAP.k35.scaffold36686	2373	2162.69	890	43.4693
SOAP.k35.scaffold36693	1376	1165.69	10	0.906158
SOAP.k35.scaffold36714	2828	2617.69	181	7.30377
SOAP.k35.scaffold36720	1754	1543.69	10	0.684269
SOAP.k35.scaffold36739	2589	2378.69	21	0.932542
SOAP.k35.scaffold36807	1817	1606.69	0	0
SOAP.k35.scaffold36829	2056	1845.69	55	3.14768
SOAP.k35.scaffold36999	371	182.965	1	0.577324
SOAP.k35.scaffold37020	596	388.897	0	0
SOAP.k35.scaffold37029	3765	3554.69	28	0.832038
SOAP.k35.scaffold37295	791	581.08	0	0
SOAP.k35.scaffold37625	2251	2040.69	6	0.310571
SOAP.k35.scaffold37640	572	365.809	13	3.75384
SOAP.k35.scaffold37686	384	194.34	85	46.2002
SOAP.k35.scaffold37764	2569	2358.69	367	16.4355
SOAP.k35.scaffold37815	714	504.615	0	0
SOAP.k35.scaffold37862	1018	807.689	0	0
SOAP.k35.scaffold37898	645	436.404	1.46345	0.354222
SOAP.k35.scaffold37901	804	594.08	0	0
SOAP.k35.scaffold37953	2037	1826.69	0	0
SOAP.k35.scaffold37965	2727	2516.69	2531	106.231
SOAP.k35.scaffold37992	434	237.709	8	3.55493
SOAP.k35.scaffold38089	1990	1779.69	220	13.0577
SOAP.k35.scaffold38160	877	666.763	0	0
SOAP.k35.scaffold38279	3209	2998.69	0	0
SOAP.k35.scaffold38280	4519	4308.69	0	0
SOAP.k35.scaffold38406	615	407.336	0	0
SOAP.k35.scaffold38528	2968	2757.69	19	0.727772
SOAP.k35.scaffold38550	949	738.689	22.4022	3.20343
SOAP.k35.scaffold38684	3891	3680.69	11	0.315682
SOAP.k35.scaffold38725	692	482.812	32	7.00098
SOAP.k35.scaffold38739	798	588.08	4	0.718473
SOAP.k35.scaffold38826	5007	4796.69	2	0.0440428
SOAP.k35.scaffold38880	2656	2445.69	105	4.53497
SOAP.k35.scaffold38906	1648	1437.69	4	0.293888
SOAP.k35.scaffold39044	2034	1823.69	3	0.173763
SOAP.k35.scaffold39172	408	214.836	1	0.491678
SOAP.k35.scaffold39252	3671	3460.69	1	0.0305228
SOAP.k35.scaffold39288	992	781.689	90	12.1617
SOAP.k35.scaffold39324	2613	2402.69	0	0
SOAP.k35.scaffold39376	3043	2832.69	13	0.484765
SOAP.k35.scaffold39388	735	525.41	0	0
SOAP.k35.scaffold39539	1102	891.689	0	0
SOAP.k35.scaffold39573	721	511.513	67	13.8358
SOAP.k35.scaffold39596	2356	2145.69	0	0
SOAP.k35.scaffold39668	542	337.044	6	1.8804
SOAP.k35.scaffold39771	1121	910.689	0	0
SOAP.k35.scaffold39875	2995	2784.69	815	30.9149
SOAP.k35.scaffold39877	676	466.906	0	0
SOAP.k35.scaffold40039	6854	6643.69	1881	29.9065
SOAP.k35.scaffold40041	555	349.49	0	0
SOAP.k35.scaffold40097	2967	2756.69	257	9.84764
SOAP.k35.scaffold40105	3973	3762.69	1	0.028073
SOAP.k35.scaffold40131	874	663.763	3	0.477414
SOAP.k35.scaffold40379	439	242.259	4	1.74408
SOAP.k35.scaffold40471	524	320.108	4	1.31993
SOAP.k35.scaffold40590	1986	1775.69	731	43.4848
SOAP.k35.scaffold40620	625	417.089	0	0
SOAP.k35.scaffold40733	984	773.689	0	0
SOAP.k35.scaffold40745	1600	1389.69	372	28.2756
SOAP.k35.scaffold40759	546	340.839	0	0
SOAP.k35.scaffold40823	841	630.958	0	0
SOAP.k35.scaffold40855	2426	2215.69	2	0.0953472
SOAP.k35.scaffold40960	2313	2102.69	12.2248	0.614118
SOAP.k35.scaffold40969	1016	805.689	2	0.26221
SOAP.k35.scaffold41094	1064	853.689	4	0.494934
SOAP.k35.scaffold41174	459	260.209	0	0
SOAP.k35.scaffold41326	2148	1937.69	2	0.109027
SOAP.k35.scaffold41362	541	336.078	0	0
SOAP.k35.scaffold41392	1262	1051.69	26	2.6114
SOAP.k35.scaffold41538	490	288.535	136	49.7884
SOAP.k35.scaffold41560	2408	2197.69	21139	1016.03
SOAP.k35.scaffold41572	903	692.763	0	0
SOAP.k35.scaffold41645	1615	1404.69	1	0.075198
SOAP.k35.scaffold41680	3182	2971.69	771.765	27.4327
SOAP.k35.scaffold41778	1928	1717.69	7	0.430467
SOAP.k35.scaffold41809	3077	2866.69	617	22.7348
SOAP.k35.scaffold41858	671	461.999	1	0.228636
SOAP.k35.scaffold41909	1948	1737.69	25	1.51969
SOAP.k35.scaffold42025	5105	4894.69	3	0.0647415
SOAP.k35.scaffold42106	524	320.108	0	0
SOAP.k35.scaffold42127	760	550.25	0	0
SOAP.k35.scaffold42139	5939	5728.69	572.976	10.565
SOAP.k35.scaffold42282	3262	3051.69	0	0
SOAP.k35.scaffold42284	2715	2504.69	0	0
SOAP.k35.scaffold42353	1741	1530.69	1994	137.602
SOAP.k35.scaffold42474	676	466.906	0	0
SOAP.k35.scaffold42691	513	309.844	1	0.340913
SOAP.k35.scaffold42777	2113	1902.69	2959	164.272
SOAP.k35.scaffold42782	525	321.043	0	0
SOAP.k35.scaffold42823	514	310.781	0	0
SOAP.k35.scaffold42834	1237	1026.69	159	16.3586
SOAP.k35.scaffold42968	1625	1414.69	42.1368	3.14621
SOAP.k35.scaffold42980	898	687.763	243	37.3211
SOAP.k35.scaffold43057	1192	981.689	30	3.228
SOAP.k35.scaffold43115	633	424.835	371	92.2444
SOAP.k35.scaffold43145	1677	1466.69	10	0.720193
SOAP.k35.scaffold43229	851	640.894	0	0
SOAP.k35.scaffold43317	1777	1566.69	4	0.269689
SOAP.k35.scaffold43482	533	328.516	76.8394	24.7067
SOAP.k35.scaffold43582	3652	3441.69	1299	39.868
SOAP.k35.scaffold43623	2439	2228.69	807	38.2482
SOAP.k35.scaffold43624	478	277.635	1	0.380463
SOAP.k35.scaffold43652	979	768.689	52	7.14561
SOAP.k35.scaffold43688	874	663.763	5	0.79569
SOAP.k35.scaffold43743	1535	1324.69	3037	242.168
SOAP.k35.scaffold43852	3246	3035.69	748	26.0274
SOAP.k35.scaffold43926	748	538.304	10	1.96227
SOAP.k35.scaffold43973	1171	960.689	0	0
SOAP.k35.scaffold43980	1440	1229.69	16	1.37439
SOAP.k35.scaffold43981	797	587.08	0	0
SOAP.k35.scaffold44009	4181	3970.69	2364	62.8881
SOAP.k35.scaffold44019	1278	1067.69	105	10.388
SOAP.k35.scaffold44081	744	534.304	0	0
SOAP.k35.scaffold44097	638	429.578	2	0.491785
SOAP.k35.scaffold44107	587	380.207	0	0
SOAP.k35.scaffold44162	1102	891.689	4	0.473842
SOAP.k35.scaffold44214	589	382.169	2.40493	0.664714
SOAP.k35.scaffold44221	853	642.894	31	5.09342
SOAP.k35.scaffold44248	695	485.763	27	5.87119
SOAP.k35.scaffold44275	3157	2946.69	2639	94.6001
SOAP.k35.scaffold44282	3957	3746.69	73	2.05808
SOAP.k35.scaffold44285	772	562.194	0	0
SOAP.k35.scaffold44322	4244	4033.69	23	0.602299
SOAP.k35.scaffold44375	4692	4481.69	289	6.8115
SOAP.k35.scaffold44392	611	403.417	0	0
SOAP.k35.scaffold44404	778	568.194	2	0.371809
SOAP.k35.scaffold44409	731	521.41	13	2.63361
SOAP.k35.scaffold44464	1687	1476.69	110	7.86847
SOAP.k35.scaffold44507	586	379.207	2.00035	0.557206
SOAP.k35.scaffold44511	3614	3403.69	2664	82.6744
SOAP.k35.scaffold44526	1448	1237.69	28	2.38964
SOAP.k35.scaffold44548	644	435.404	1	0.242602
SOAP.k35.scaffold44588	861	650.829	0	0
SOAP.k35.scaffold44612	1128	917.689	2	0.230208
SOAP.k35.scaffold44646	1057	846.689	15	1.87135
SOAP.k35.scaffold44703	611	403.417	0	0
SOAP.k35.scaffold44749	853	642.894	1	0.164304
SOAP.k35.scaffold44775	636	427.75	5	1.23472
SOAP.k35.scaffold44800	945	734.689	0	0
SOAP.k35.scaffold44825	1670	1459.69	3597.38	260.323
SOAP.k35.scaffold44833	6287	6076.69	4	0.0695312
