target_id	length	eff_length	est_counts	tpm
SOAP.k35.scaffold5953	2500	2290.81	10	0.468818
SOAP.k35.scaffold6259	8587	8377.81	176	2.25619
SOAP.k35.scaffold6465	4018	3808.81	24	0.676731
SOAP.k35.scaffold6507	4024	3814.81	3680.34	103.612
SOAP.k35.scaffold7058	1598	1388.81	17	1.31462
SOAP.k35.scaffold7548	344	161.694	0	0
SOAP.k35.scaffold7872	9319	9109.81	3	0.0353676
SOAP.k35.scaffold7953	5413	5203.81	8	0.165106
SOAP.k35.scaffold8120	1224	1014.81	271	28.6799
SOAP.k35.scaffold8450	4223	4013.81	431	11.5323
SOAP.k35.scaffold8704	416	223.223	1	0.481122
SOAP.k35.scaffold8745	4620	4410.81	230.207	5.60524
SOAP.k35.scaffold8795	11268	11058.8	856.654	8.31938
SOAP.k35.scaffold8849	2507	2297.81	559	26.1271
SOAP.k35.scaffold8991	1905	1695.81	0	0
SOAP.k35.scaffold9115	1869	1659.81	368	23.8113
SOAP.k35.scaffold9247	5067	4857.81	9958.92	220.174
SOAP.k35.scaffold9271	348	164.95	0	0
SOAP.k35.scaffold9807	2753	2543.81	1958	82.665
SOAP.k35.scaffold9912	1407	1197.81	1	0.0896614
SOAP.k35.scaffold9927	927	717.96	0	0
SOAP.k35.scaffold9991	1206	996.813	1607	173.14
SOAP.k35.scaffold10050	1074	864.813	305	37.8767
SOAP.k35.scaffold10108	5156	4946.81	58	1.25921
SOAP.k35.scaffold10324	1164	954.813	0	0
SOAP.k35.scaffold10325	2571	2361.81	3	0.136417
SOAP.k35.scaffold10364	2960	2750.81	953	37.2071
SOAP.k35.scaffold10526	1558	1348.81	23	1.83135
SOAP.k35.scaffold10662	319	141.688	0	0
SOAP.k35.scaffold10664	295	123.221	1	0.871587
SOAP.k35.scaffold10806	4896	4686.81	90.8003	2.08067
SOAP.k35.scaffold10985	4195	3985.81	3	0.0808348
SOAP.k35.scaffold11282	2912	2702.81	969	38.5037
SOAP.k35.scaffold11314	2092	1882.81	2	0.114082
SOAP.k35.scaffold11417	1629	1419.81	36582	2767.14
SOAP.k35.scaffold11465	2982	2772.81	8	0.309859
SOAP.k35.scaffold11619	3380	3170.81	244	8.26444
SOAP.k35.scaffold11797	3219	3009.81	974	34.7547
SOAP.k35.scaffold11836	2496	2286.81	3584	168.318
SOAP.k35.scaffold11951	3737	3527.81	809.264	24.6365
SOAP.k35.scaffold12072	433	238.277	137	61.7494
SOAP.k35.scaffold12084	1151	941.813	734	83.7001
SOAP.k35.scaffold12282	4077	3867.81	2833.79	78.6857
SOAP.k35.scaffold12348	7078	6868.81	25	0.390888
SOAP.k35.scaffold12509	1188	978.813	0	0
SOAP.k35.scaffold12730	2402	2192.81	1466	71.8004
SOAP.k35.scaffold12807	732	523.779	0	0
SOAP.k35.scaffold12869	2760	2550.81	1	0.0421032
SOAP.k35.scaffold12878	3306	3096.81	564	19.5595
SOAP.k35.scaffold13135	5341	5131.81	26	0.544123
SOAP.k35.scaffold13170	1774	1564.81	335	22.992
SOAP.k35.scaffold13312	2574	2364.81	5	0.227074
SOAP.k35.scaffold13498	3713	3503.81	2254	69.0887
SOAP.k35.scaffold13553	2647	2437.81	0	0
SOAP.k35.scaffold13596	6949	6739.81	2	0.0318696
SOAP.k35.scaffold13613	460	262.314	0	0
SOAP.k35.scaffold13737	4838	4628.81	611	14.1764
SOAP.k35.scaffold13773	1888	1678.81	9	0.575751
SOAP.k35.scaffold13828	2566	2356.81	0	0
SOAP.k35.scaffold14071	762	553.454	0	0
SOAP.k35.scaffold14279	2538	2328.81	3.01891	0.139223
SOAP.k35.scaffold14416	4282	4072.81	60.7473	1.60187
SOAP.k35.scaffold14453	1942	1732.81	3	0.185936
SOAP.k35.scaffold14571	3106	2896.81	39.2333	1.45455
SOAP.k35.scaffold14905	8238	8028.81	1099.27	14.7044
SOAP.k35.scaffold14928	3523	3313.81	4	0.129636
SOAP.k35.scaffold15024	1309	1099.81	4	0.390603
SOAP.k35.scaffold15706	940	730.887	34.9859	5.14088
SOAP.k35.scaffold15753	727	518.883	602	124.601
SOAP.k35.scaffold15848	2648	2438.81	132	5.81286
SOAP.k35.scaffold16115	4490	4280.81	131	3.28654
SOAP.k35.scaffold16414	2673	2463.81	0	0
SOAP.k35.scaffold16485	1214	1004.81	12	1.2826
SOAP.k35.scaffold16551	2332	2122.81	4179	211.424
SOAP.k35.scaffold16578	4551	4341.81	286	7.07439
SOAP.k35.scaffold16587	2071	1861.81	11	0.634528
SOAP.k35.scaffold16592	1612	1402.81	0	0
SOAP.k35.scaffold16991	3073	2863.81	911	34.1639
SOAP.k35.scaffold17013	302	128.765	0	0
SOAP.k35.scaffold17212	1043	833.813	519	66.8487
SOAP.k35.scaffold17314	1504	1294.81	24.0781	1.99715
SOAP.k35.scaffold17446	11316	11106.8	4.01789	0.0388511
SOAP.k35.scaffold17656	3571	3361.81	15	0.479195
SOAP.k35.scaffold17728	2421	2211.81	619	30.0564
SOAP.k35.scaffold17796	1589	1379.81	0	0
SOAP.k35.scaffold17814	1078	868.813	26	3.21397
SOAP.k35.scaffold18013	5093	4883.81	16	0.351848
SOAP.k35.scaffold18488	1621	1411.81	0	0
SOAP.k35.scaffold18548	3032	2822.81	4	0.152185
SOAP.k35.scaffold18750	1440	1230.81	0	0
SOAP.k35.scaffold18798	5221	5011.81	904	19.3717
SOAP.k35.scaffold18955	4412	4202.81	314	8.02387
SOAP.k35.scaffold18969	1247	1037.81	1	0.103484
SOAP.k35.scaffold19043	3867	3657.81	6	0.176167
SOAP.k35.scaffold19075	768	559.343	0	0
SOAP.k35.scaffold19199	1136	926.813	3.19461	0.370186
SOAP.k35.scaffold19321	5286	5076.81	202	4.27321
SOAP.k35.scaffold19688	2194	1984.81	210	11.363
SOAP.k35.scaffold19737	4459	4249.81	2	0.0505422
SOAP.k35.scaffold19933	3745	3535.81	7676	233.152
SOAP.k35.scaffold19987	696	488.238	0	0
SOAP.k35.scaffold19997	3599	3389.81	0	0
SOAP.k35.scaffold20492	3939	3729.81	4151	119.525
SOAP.k35.scaffold20897	2171	1961.81	199.067	10.8977
SOAP.k35.scaffold20987	5560	5350.81	12	0.240855
SOAP.k35.scaffold21123	1978	1768.81	666	40.4377
SOAP.k35.scaffold21278	1030	820.813	5077	664.289
SOAP.k35.scaffold21342	593	387.93	0	0
SOAP.k35.scaffold21358	980	770.813	439	61.166
SOAP.k35.scaffold21383	843	634.224	0	0
SOAP.k35.scaffold21446	1487	1277.81	219.158	18.4197
SOAP.k35.scaffold21504	3585	3375.81	6543	208.158
SOAP.k35.scaffold21678	1864	1654.81	0	0
SOAP.k35.scaffold21754	1024	814.813	194.087	25.5819
SOAP.k35.scaffold21886	474	275.291	0	0
SOAP.k35.scaffold22035	5119	4909.81	23	0.503103
SOAP.k35.scaffold22089	1572	1362.81	14	1.10328
SOAP.k35.scaffold22107	2487	2277.81	22.0539	1.03983
SOAP.k35.scaffold22260	1916	1706.81	68	4.27875
SOAP.k35.scaffold22341	3255	3045.81	2	0.0705214
SOAP.k35.scaffold22876	1021	811.813	0	0
SOAP.k35.scaffold22975	810	601.286	37.5341	6.70407
SOAP.k35.scaffold22997	2919	2709.81	211.137	8.36794
SOAP.k35.scaffold23141	607	401.571	5	1.33722
SOAP.k35.scaffold23153	3870	3660.81	66	1.93625
SOAP.k35.scaffold23204	7272	7062.81	1059	16.1032
SOAP.k35.scaffold23484	1669	1459.81	9	0.662124
SOAP.k35.scaffold23495	404	212.645	0	0
SOAP.k35.scaffold23515	2894	2684.81	5	0.200009
SOAP.k35.scaffold23620	1639	1429.81	1	0.075113
SOAP.k35.scaffold23637	6532	6322.81	12.3334	0.209491
SOAP.k35.scaffold23710	3014	2804.81	180	6.89228
SOAP.k35.scaffold23728	2111	1901.81	1.00182	0.056574
SOAP.k35.scaffold23852	2284	2074.81	685	35.4573
SOAP.k35.scaffold23882	2431	2221.81	21	1.01509
SOAP.k35.scaffold23918	3413	3203.81	0	0
SOAP.k35.scaffold24133	2247	2037.81	1	0.0527023
SOAP.k35.scaffold24164	469	270.599	4	1.58755
SOAP.k35.scaffold24190	3459	3249.81	46	1.52018
SOAP.k35.scaffold24272	488	287.903	8	2.98427
SOAP.k35.scaffold24308	355	170.896	0	0
SOAP.k35.scaffold24360	5877	5667.81	526.69	9.98008
SOAP.k35.scaffold24508	733	524.779	0	0
SOAP.k35.scaffold24554	2262	2052.81	1303	68.1694
SOAP.k35.scaffold24655	2409	2199.81	3.17533	0.155024
SOAP.k35.scaffold24741	2906	2696.81	1068	42.5319
SOAP.k35.scaffold24802	2152	1942.81	96	5.30682
SOAP.k35.scaffold24807	1237	1027.81	0	0
SOAP.k35.scaffold25094	2466	2256.81	0	0
SOAP.k35.scaffold25134	2237	2027.81	14	0.741471
SOAP.k35.scaffold25191	340	158.39	3	2.03417
SOAP.k35.scaffold25240	627	421.036	2	0.510158
SOAP.k35.scaffold25288	5380	5170.81	2927.95	60.8133
SOAP.k35.scaffold25309	1642	1432.81	1059	79.3781
SOAP.k35.scaffold25375	5982	5772.81	5	0.0930201
SOAP.k35.scaffold25392	5218	5008.81	368.501	7.9013
SOAP.k35.scaffold25446	3375	3165.81	1	0.0339241
SOAP.k35.scaffold25501	384	195.449	0	0
SOAP.k35.scaffold25563	1742	1532.81	2	0.140131
SOAP.k35.scaffold25626	3780	3570.81	16	0.481224
SOAP.k35.scaffold25664	874	665.096	1.02405	0.16536
SOAP.k35.scaffold25678	1254	1044.81	144	14.8019
SOAP.k35.scaffold25717	2904	2694.81	8	0.318827
SOAP.k35.scaffold25926	2812	2602.81	2395.79	98.8554
SOAP.k35.scaffold26017	1346	1136.81	6554.99	619.266
SOAP.k35.scaffold26086	3603	3393.81	2	0.0632902
SOAP.k35.scaffold26111	4190	3980.81	563.945	15.2146
SOAP.k35.scaffold26250	3334	3124.81	6508	223.675
SOAP.k35.scaffold26516	4686	4476.81	639	15.3294
SOAP.k35.scaffold26564	374	186.85	45	25.865
SOAP.k35.scaffold26726	6359	6149.81	322	5.62326
SOAP.k35.scaffold26946	1201	991.813	7	0.757988
SOAP.k35.scaffold26974	3493	3283.81	23	0.752218
SOAP.k35.scaffold27085	5443	5233.81	532.125	10.9192
SOAP.k35.scaffold27090	4328	4118.81	5623.35	146.628
SOAP.k35.scaffold27146	745	536.673	25	5.00293
SOAP.k35.scaffold27149	1478	1268.81	675	57.1348
SOAP.k35.scaffold27160	805	596.286	0	0
SOAP.k35.scaffold27258	2003	1793.81	22	1.31716
SOAP.k35.scaffold27368	334	153.616	3	2.09739
SOAP.k35.scaffold27493	4201	3991.81	437.1	11.7599
SOAP.k35.scaffold27718	4737	4527.81	10.0197	0.237663
SOAP.k35.scaffold28035	2253	2043.81	2	0.105095
SOAP.k35.scaffold28037	625	419.036	97	24.8607
SOAP.k35.scaffold28138	1629	1419.81	0	0
SOAP.k35.scaffold28189	3449	3239.81	492	16.3095
SOAP.k35.scaffold28259	809	600.286	3	0.536731
SOAP.k35.scaffold28409	2462	2252.81	1257.78	59.9619
SOAP.k35.scaffold28687	761	552.454	13	2.52721
SOAP.k35.scaffold28722	1447	1237.81	855	74.1832
SOAP.k35.scaffold28818	382	193.783	1	0.554215
SOAP.k35.scaffold28982	2056	1846.81	1	0.0581529
SOAP.k35.scaffold29000	1343	1133.81	0	0
SOAP.k35.scaffold29060	2742	2532.81	4	0.16961
SOAP.k35.scaffold29091	3126	2916.81	3	0.11046
SOAP.k35.scaffold29098	1751	1541.81	2	0.139313
SOAP.k35.scaffold29161	1196	986.813	0	0
SOAP.k35.scaffold29209	3485	3275.81	37	1.21304
SOAP.k35.scaffold29268	1924	1714.81	1573	98.5159
SOAP.k35.scaffold29403	2537	2327.81	161	7.428
SOAP.k35.scaffold29418	709	501.14	1	0.214307
SOAP.k35.scaffold29653	2321	2111.81	2.28153	0.116028
SOAP.k35.scaffold29680	1212	1002.81	2	0.214193
SOAP.k35.scaffold29718	5147	4937.81	0	0
SOAP.k35.scaffold29741	679	471.575	2	0.455485
SOAP.k35.scaffold29816	1405	1195.81	25468	2287.31
SOAP.k35.scaffold30036	1684	1474.81	0	0
SOAP.k35.scaffold30082	2633	2423.81	0	0
SOAP.k35.scaffold30110	4464	4254.81	371.807	9.38492
SOAP.k35.scaffold30113	1124	914.813	0	0
SOAP.k35.scaffold30154	2942	2732.81	6	0.235796
SOAP.k35.scaffold30295	4099	3889.81	250	6.90249
SOAP.k35.scaffold30408	4794	4584.81	2.00697	0.0470124
SOAP.k35.scaffold30463	3361	3151.81	363	12.3692
SOAP.k35.scaffold30476	1803	1593.81	83	5.59287
SOAP.k35.scaffold30506	2213	2003.81	2093	112.178
SOAP.k35.scaffold30633	4192	3982.81	16323	440.154
SOAP.k35.scaffold30757	460	262.314	8	3.27538
SOAP.k35.scaffold30759	2796	2586.81	107	4.44235
SOAP.k35.scaffold31025	1227	1017.81	2	0.211036
SOAP.k35.scaffold31196	399	208.405	0	0
SOAP.k35.scaffold31249	1995	1785.81	224	13.4712
SOAP.k35.scaffold31393	1553	1343.81	6	0.47952
SOAP.k35.scaffold31407	7617	7407.81	112	1.62376
SOAP.k35.scaffold31529	2455	2245.81	0	0
SOAP.k35.scaffold31567	548	344.441	0	0
SOAP.k35.scaffold31597	1583	1373.81	0	0
SOAP.k35.scaffold31737	2897	2687.81	0	0
SOAP.k35.scaffold32017	729	520.831	7	1.44343
SOAP.k35.scaffold32109	409	216.964	1	0.495001
SOAP.k35.scaffold32170	403	211.78	0	0
SOAP.k35.scaffold32205	3678	3468.81	0	0
SOAP.k35.scaffold32330	478	279.092	7.49091	2.88258
SOAP.k35.scaffold32348	2406	2196.81	112	5.47544
SOAP.k35.scaffold32416	3371	3161.81	63	2.13993
SOAP.k35.scaffold32597	4019	3809.81	888	25.0325
SOAP.k35.scaffold32682	878	669.096	6	0.963069
SOAP.k35.scaffold32719	3241	3031.81	2650.31	93.8835
SOAP.k35.scaffold32726	4723	4513.81	28.4442	0.676776
SOAP.k35.scaffold32752	1120	910.813	7	0.825398
SOAP.k35.scaffold32788	6989	6779.81	2456	38.9049
SOAP.k35.scaffold32856	3222	3012.81	1583	56.4291
SOAP.k35.scaffold33097	1191	981.813	71	7.76647
SOAP.k35.scaffold33148	4905	4695.81	10	0.228709
SOAP.k35.scaffold33161	2828	2618.81	1.04945	0.0430379
SOAP.k35.scaffold33200	661	453.901	0	0
SOAP.k35.scaffold33204	794	585.286	0	0
SOAP.k35.scaffold33369	1981	1771.81	220	13.3352
SOAP.k35.scaffold33407	437	241.752	0	0
SOAP.k35.scaffold33503	3319	3109.81	56.6039	1.95482
SOAP.k35.scaffold33522	1354	1144.81	179	16.7924
SOAP.k35.scaffold33555	408	216.102	2	0.993954
SOAP.k35.scaffold33783	417	224.035	1	0.479378
SOAP.k35.scaffold33871	1099	889.813	2455	296.311
SOAP.k35.scaffold33918	2995	2785.81	375	14.4568
SOAP.k35.scaffold34005	3181	2971.81	5	0.180694
SOAP.k35.scaffold34045	1720	1510.81	0	0
SOAP.k35.scaffold34067	3650	3440.81	1	0.0312128
SOAP.k35.scaffold34128	4114	3904.81	1196	32.8946
SOAP.k35.scaffold34131	4224	4014.81	1156	30.9234
SOAP.k35.scaffold34324	5370	5160.81	4	0.0832408
SOAP.k35.scaffold34369	747	538.673	0	0
SOAP.k35.scaffold34514	2775	2565.81	18	0.753428
SOAP.k35.scaffold34713	3299	3089.81	746	25.9299
SOAP.k35.scaffold34715	2069	1859.81	17	0.981689
SOAP.k35.scaffold34741	614	408.368	1953	513.623
SOAP.k35.scaffold34791	1572	1362.81	158	12.4513
SOAP.k35.scaffold34798	1247	1037.81	0	0
SOAP.k35.scaffold34799	516	313.809	0	0
SOAP.k35.scaffold34911	2242	2032.81	0	0
SOAP.k35.scaffold34935	7320	7110.81	1454	21.9604
SOAP.k35.scaffold34939	766	557.343	1	0.192695
SOAP.k35.scaffold34984	4005	3795.81	14	0.396111
SOAP.k35.scaffold35030	312	136.327	4	3.15118
SOAP.k35.scaffold35041	864	655.096	0	0
SOAP.k35.scaffold35053	608	402.53	0	0
SOAP.k35.scaffold35144	398	207.494	3	1.55278
SOAP.k35.scaffold35173	1122	912.813	28	3.29436
SOAP.k35.scaffold35174	1586	1376.81	0	0
SOAP.k35.scaffold35231	354	170.103	2.01729	1.27365
SOAP.k35.scaffold35292	1601	1391.81	118	9.10532
SOAP.k35.scaffold35331	4169	3959.81	868	23.5418
SOAP.k35.scaffold35358	2567	2357.81	923.056	42.0449
SOAP.k35.scaffold35390	3128	2918.81	5046	185.667
SOAP.k35.scaffold35464	2922	2712.81	543	21.4968
SOAP.k35.scaffold35580	1331	1121.81	455	43.5597
SOAP.k35.scaffold35677	2791	2581.81	3.29666	0.137133
SOAP.k35.scaffold35704	601	395.772	4	1.08545
SOAP.k35.scaffold36024	2297	2087.81	93	4.78394
SOAP.k35.scaffold36192	433	238.277	19	8.56378
SOAP.k35.scaffold36269	3382	3172.81	36	1.21857
SOAP.k35.scaffold36314	1122	912.813	274	32.2376
SOAP.k35.scaffold36329	387	197.922	1	0.542626
SOAP.k35.scaffold36380	677	469.575	0	0
SOAP.k35.scaffold36524	981	771.813	30	4.17449
SOAP.k35.scaffold36639	527	324.454	0	0
SOAP.k35.scaffold36659	1504	1294.81	3.37207	0.279695
SOAP.k35.scaffold36686	2373	2163.81	588	29.1845
SOAP.k35.scaffold36693	1376	1166.81	9	0.828391
SOAP.k35.scaffold36714	2828	2618.81	202	8.28402
SOAP.k35.scaffold36720	1754	1544.81	19	1.32091
SOAP.k35.scaffold36739	2589	2379.81	1	0.0451286
SOAP.k35.scaffold36807	1817	1607.81	2	0.133595
SOAP.k35.scaffold36829	2056	1846.81	20	1.16306
SOAP.k35.scaffold36999	371	184.212	1	0.583012
SOAP.k35.scaffold37020	596	390.851	0	0
SOAP.k35.scaffold37029	3765	3555.81	43	1.29874
SOAP.k35.scaffold37295	791	582.286	0	0
SOAP.k35.scaffold37625	2251	2041.81	59	3.10335
SOAP.k35.scaffold37640	572	367.578	15	4.38264
SOAP.k35.scaffold37686	384	195.449	84	46.1574
SOAP.k35.scaffold37764	2569	2359.81	415	18.8871
SOAP.k35.scaffold37815	714	506.089	0	0
SOAP.k35.scaffold37862	1018	808.813	0	0
SOAP.k35.scaffold37898	645	438.349	0	0
SOAP.k35.scaffold37901	804	595.286	0	0
SOAP.k35.scaffold37953	2037	1827.81	0	0
SOAP.k35.scaffold37965	2727	2517.81	2344	99.9835
SOAP.k35.scaffold37992	434	239.177	22	9.87863
SOAP.k35.scaffold38089	1990	1780.81	249	15.0167
SOAP.k35.scaffold38160	877	668.096	0	0
SOAP.k35.scaffold38279	3209	2999.81	0	0
SOAP.k35.scaffold38280	4519	4309.81	1	0.0249193
SOAP.k35.scaffold38406	615	409.368	0	0
SOAP.k35.scaffold38528	2968	2758.81	25	0.973222
SOAP.k35.scaffold38550	949	739.887	10.7039	1.55371
SOAP.k35.scaffold38684	3891	3681.81	7	0.204188
SOAP.k35.scaffold38725	692	484.336	31	6.874
SOAP.k35.scaffold38739	798	589.286	12	2.187
SOAP.k35.scaffold38826	5007	4797.81	60	1.34308
SOAP.k35.scaffold38880	2656	2446.81	153	6.7156
SOAP.k35.scaffold38906	1648	1438.81	8.0183	0.598511
SOAP.k35.scaffold39044	2034	1824.81	9	0.529686
SOAP.k35.scaffold39172	408	216.102	19	9.44256
SOAP.k35.scaffold39252	3671	3461.81	2	0.062047
SOAP.k35.scaffold39288	992	782.813	113	15.503
SOAP.k35.scaffold39324	2613	2403.81	0	0
SOAP.k35.scaffold39376	3043	2833.81	12	0.454783
SOAP.k35.scaffold39388	735	526.779	0	0
SOAP.k35.scaffold39539	1102	892.813	0	0
SOAP.k35.scaffold39573	721	513.038	22	4.6054
SOAP.k35.scaffold39596	2356	2146.81	1	0.0500265
SOAP.k35.scaffold39668	542	338.647	12	3.80564
SOAP.k35.scaffold39771	1121	911.813	0	0
SOAP.k35.scaffold39875	2995	2785.81	1327	51.158
SOAP.k35.scaffold39877	676	468.575	0	0
SOAP.k35.scaffold40039	6854	6644.81	1544	24.9551
SOAP.k35.scaffold40041	555	351.335	0	0
SOAP.k35.scaffold40097	2967	2757.81	365	14.2142
SOAP.k35.scaffold40105	3973	3763.81	1	0.0285342
SOAP.k35.scaffold40131	874	665.096	4	0.645907
SOAP.k35.scaffold40379	439	243.575	7	3.08645
SOAP.k35.scaffold40471	524	321.486	1	0.334065
SOAP.k35.scaffold40590	1986	1776.81	718	43.3987
SOAP.k35.scaffold40620	625	419.036	0	0
SOAP.k35.scaffold40733	984	774.813	0	0
SOAP.k35.scaffold40745	1600	1390.81	397	30.656
SOAP.k35.scaffold40759	546	342.441	13	4.0771
SOAP.k35.scaffold40823	841	632.224	0	0
SOAP.k35.scaffold40855	2426	2216.81	3	0.14534
SOAP.k35.scaffold40960	2313	2103.81	22.9625	1.17221
SOAP.k35.scaffold40969	1016	806.813	1	0.133113
SOAP.k35.scaffold41094	1064	854.813	0	0
SOAP.k35.scaffold41174	459	261.449	0	0
SOAP.k35.scaffold41326	2148	1938.81	17.3185	0.959329
SOAP.k35.scaffold41362	541	337.682	0	0
SOAP.k35.scaffold41392	1262	1052.81	35	3.57035
SOAP.k35.scaffold41538	490	289.726	126	46.7066
SOAP.k35.scaffold41560	2408	2198.81	22556	1101.71
SOAP.k35.scaffold41572	903	693.96	0	0
SOAP.k35.scaffold41645	1615	1405.81	5	0.381977
SOAP.k35.scaffold41680	3182	2972.81	840.579	30.3672
SOAP.k35.scaffold41778	1928	1718.81	5	0.312418
SOAP.k35.scaffold41809	3077	2867.81	686	25.6902
SOAP.k35.scaffold41858	671	463.762	5	1.1579
SOAP.k35.scaffold41909	1948	1738.81	21	1.29706
SOAP.k35.scaffold42025	5105	4895.81	4	0.0877464
SOAP.k35.scaffold42106	524	321.486	0	0
SOAP.k35.scaffold42127	760	551.454	0	0
SOAP.k35.scaffold42139	5939	5729.81	682.281	12.7884
SOAP.k35.scaffold42282	3262	3052.81	1	0.0351799
SOAP.k35.scaffold42284	2715	2505.81	1	0.0428593
SOAP.k35.scaffold42353	1741	1531.81	1974	138.4
SOAP.k35.scaffold42474	676	468.575	0	0
SOAP.k35.scaffold42691	513	311.126	0	0
SOAP.k35.scaffold42777	2113	1903.81	3608	203.534
SOAP.k35.scaffold42782	525	322.486	0	0
SOAP.k35.scaffold42823	514	312.031	0	0
SOAP.k35.scaffold42834	1237	1027.81	94	9.82218
SOAP.k35.scaffold42968	1625	1415.81	78.3862	5.94604
SOAP.k35.scaffold42980	898	688.96	9	1.40295
SOAP.k35.scaffold43057	1192	982.813	21	2.29479
SOAP.k35.scaffold43115	633	426.739	357	89.8462
SOAP.k35.scaffold43145	1677	1467.81	3	0.219505
SOAP.k35.scaffold43229	851	642.161	0	0
SOAP.k35.scaffold43317	1777	1567.81	4	0.274006
SOAP.k35.scaffold43482	533	330.155	88	28.6259
SOAP.k35.scaffold43582	3652	3442.81	1848	57.6478
SOAP.k35.scaffold43623	2439	2229.81	767	36.9421
SOAP.k35.scaffold43624	478	279.092	0	0
SOAP.k35.scaffold43652	979	769.813	59	8.23116
SOAP.k35.scaffold43688	874	665.096	12	1.93772
SOAP.k35.scaffold43743	1535	1325.81	1854	150.183
SOAP.k35.scaffold43852	3246	3036.81	1057	37.381
SOAP.k35.scaffold43926	748	539.619	0	0
SOAP.k35.scaffold43973	1171	961.813	0	0
SOAP.k35.scaffold43980	1440	1230.81	13	1.13435
SOAP.k35.scaffold43981	797	588.286	0	0
SOAP.k35.scaffold44009	4181	3971.81	2785	75.3062
SOAP.k35.scaffold44019	1278	1068.81	180	18.0869
SOAP.k35.scaffold44081	744	535.673	0	0
SOAP.k35.scaffold44097	638	431.48	3	0.746714
SOAP.k35.scaffold44107	587	382.123	0	0
SOAP.k35.scaffold44162	1102	892.813	5	0.601456
SOAP.k35.scaffold44214	589	384.008	8.33529	2.33118
SOAP.k35.scaffold44221	853	644.161	21	3.50122
SOAP.k35.scaffold44248	695	487.287	2	0.440798
SOAP.k35.scaffold44275	3157	2947.81	2578	93.9241
SOAP.k35.scaffold44282	3957	3747.81	77	2.20652
SOAP.k35.scaffold44285	772	563.343	0	0
SOAP.k35.scaffold44322	4244	4034.81	36	0.958238
SOAP.k35.scaffold44375	4692	4482.81	361	8.6487
SOAP.k35.scaffold44392	611	405.368	0	0
SOAP.k35.scaffold44404	778	569.343	1	0.188634
SOAP.k35.scaffold44409	731	522.831	0	0
SOAP.k35.scaffold44464	1687	1477.81	101	7.34
SOAP.k35.scaffold44507	586	381.162	0	0
SOAP.k35.scaffold44511	3614	3404.81	2617	82.5476
SOAP.k35.scaffold44526	1448	1238.81	20	1.73388
SOAP.k35.scaffold44548	644	437.349	0	0
SOAP.k35.scaffold44588	861	652.096	0	0
SOAP.k35.scaffold44612	1128	918.813	2	0.233775
SOAP.k35.scaffold44646	1057	847.813	8	1.01341
SOAP.k35.scaffold44703	611	405.368	0	0
SOAP.k35.scaffold44749	853	644.161	0	0
SOAP.k35.scaffold44775	636	429.653	6	1.49978
SOAP.k35.scaffold44800	945	735.887	0	0
SOAP.k35.scaffold44825	1670	1460.81	4130.17	303.646
