target_id	length	eff_length	est_counts	tpm
SOAP.k35.scaffold11619	3380	3163.78	338	10.9604
SOAP.k35.scaffold11797	3219	3002.78	830	28.3576
SOAP.k35.scaffold11836	2496	2279.78	3018	135.813
SOAP.k35.scaffold11951	3737	3520.78	592.59	17.2675
SOAP.k35.scaffold12072	433	232.8	225	99.1548
SOAP.k35.scaffold12084	1151	934.781	347	38.0832
SOAP.k35.scaffold12282	4077	3860.78	3257	86.548
SOAP.k35.scaffold12348	7078	6861.78	11	0.164464
SOAP.k35.scaffold12509	1188	971.781	1	0.105571
SOAP.k35.scaffold12730	2402	2185.78	1304	61.2048
SOAP.k35.scaffold12807	732	516.672	0	0
SOAP.k35.scaffold12869	2760	2543.78	0	0
SOAP.k35.scaffold12878	3306	3089.78	368	12.219
SOAP.k35.scaffold13135	5341	5124.78	23	0.460433
SOAP.k35.scaffold13170	1774	1557.78	254	16.7279
SOAP.k35.scaffold13312	2574	2357.78	1	0.0435122
SOAP.k35.scaffold13498	3713	3496.78	2064	60.5558
SOAP.k35.scaffold13553	2647	2430.78	0	0
SOAP.k35.scaffold13596	6949	6732.78	4	0.0609509
SOAP.k35.scaffold13613	460	256.485	0	0
SOAP.k35.scaffold13737	4838	4621.78	571	12.6748
SOAP.k35.scaffold13773	1888	1671.78	15	0.920505
SOAP.k35.scaffold13828	2566	2349.78	0	0
SOAP.k35.scaffold14071	762	546.405	0	0
SOAP.k35.scaffold14279	2538	2321.78	1.00194	0.0442724
SOAP.k35.scaffold14416	4282	4065.78	27.78	0.700975
SOAP.k35.scaffold14453	1942	1725.78	1	0.0594468
SOAP.k35.scaffold14571	3106	2889.78	35.4781	1.25953
SOAP.k35.scaffold14905	8238	8021.78	992	12.6869
SOAP.k35.scaffold14928	3523	3306.78	4	0.124099
SOAP.k35.scaffold15024	1309	1092.78	3	0.281645
SOAP.k35.scaffold15706	940	723.855	14.5508	2.0623
SOAP.k35.scaffold15753	727	511.724	639.125	128.134
SOAP.k35.scaffold15848	2648	2431.78	141	5.94852
SOAP.k35.scaffold16115	4490	4273.78	7	0.168035
SOAP.k35.scaffold16414	2673	2456.78	0	0
SOAP.k35.scaffold16485	1214	997.781	7.2887	0.749427
SOAP.k35.scaffold16551	2332	2115.78	3950	191.532
SOAP.k35.scaffold16578	4551	4334.78	246.184	5.82649
SOAP.k35.scaffold16587	2071	1854.78	4	0.221249
SOAP.k35.scaffold16592	1612	1395.78	0	0
SOAP.k35.scaffold16991	3073	2856.78	1632	58.6081
SOAP.k35.scaffold17013	302	125.639	0	0
SOAP.k35.scaffold17212	1043	826.781	531	65.8898
SOAP.k35.scaffold17314	1504	1287.78	31	2.46964
SOAP.k35.scaffold17446	11316	11099.8	2.00869	0.0185658
SOAP.k35.scaffold17656	3571	3354.78	30	0.917427
SOAP.k35.scaffold17728	2421	2204.78	549	25.5459
SOAP.k35.scaffold17796	1589	1372.78	0	0
SOAP.k35.scaffold17814	1078	861.781	20	2.38093
SOAP.k35.scaffold18013	5093	4876.78	21	0.441774
SOAP.k35.scaffold18488	1621	1404.78	0	0
SOAP.k35.scaffold18548	3032	2815.78	2	0.0728694
SOAP.k35.scaffold18750	1440	1223.78	1	0.0838321
SOAP.k35.scaffold18798	5221	5004.78	775	15.8866
SOAP.k35.scaffold18955	4412	4195.78	277	6.773
SOAP.k35.scaffold18969	1247	1030.78	0	0
SOAP.k35.scaffold19043	3867	3650.78	4	0.112406
SOAP.k35.scaffold19075	768	552.405	0	0
SOAP.k35.scaffold19199	1136	919.781	1.11742	0.124637
SOAP.k35.scaffold19321	5286	5069.78	38	0.768969
SOAP.k35.scaffold19688	2194	1977.78	173	8.97392
SOAP.k35.scaffold19737	4459	4242.78	2	0.0483608
SOAP.k35.scaffold19933	3745	3528.78	7099	206.389
SOAP.k35.scaffold19987	696	480.973	0	0
SOAP.k35.scaffold19997	3599	3382.78	0	0
SOAP.k35.scaffold20492	3939	3722.78	4903.6	135.133
SOAP.k35.scaffold20897	2171	1954.78	81.4311	4.27373
SOAP.k35.scaffold20987	5560	5343.78	34	0.652747
SOAP.k35.scaffold21123	1978	1761.78	649	37.7926
SOAP.k35.scaffold21278	1030	813.781	4792	604.12
SOAP.k35.scaffold21342	593	380.277	0	0
SOAP.k35.scaffold21358	980	763.781	393	52.7883
SOAP.k35.scaffold21383	843	627.052	1	0.16361
SOAP.k35.scaffold21446	1487	1270.78	10	0.807316
SOAP.k35.scaffold21504	3585	3368.78	5494	167.313
SOAP.k35.scaffold21678	1864	1647.78	0	0
SOAP.k35.scaffold21754	1024	807.781	24.5045	3.1122
SOAP.k35.scaffold21886	474	268.83	0	0
SOAP.k35.scaffold22035	5119	4902.78	21	0.439431
SOAP.k35.scaffold22089	1572	1355.78	5	0.378351
SOAP.k35.scaffold22107	2487	2270.78	6.66035	0.30091
SOAP.k35.scaffold22260	1916	1699.78	63	3.80244
SOAP.k35.scaffold22341	3255	3038.78	2	0.0675219
SOAP.k35.scaffold22876	1021	804.781	0.0419269	0.00534477
SOAP.k35.scaffold22975	810	594.234	11.0308	1.90442
SOAP.k35.scaffold22997	2919	2702.78	192.015	7.28851
SOAP.k35.scaffold23141	607	393.886	0	0
SOAP.k35.scaffold23153	3870	3653.78	106	2.97631
SOAP.k35.scaffold23204	7272	7055.78	649	9.43657
SOAP.k35.scaffold23484	1669	1452.78	23	1.62421
SOAP.k35.scaffold23495	404	207.587	0	0
SOAP.k35.scaffold23515	2894	2677.78	2	0.0766248
SOAP.k35.scaffold23620	1639	1422.78	3	0.21632
SOAP.k35.scaffold23637	6532	6315.78	11.2981	0.183524
SOAP.k35.scaffold23710	3014	2797.78	190	6.96714
SOAP.k35.scaffold23728	2111	1894.78	2.00428	0.108521
SOAP.k35.scaffold23852	2284	2067.78	753	37.3598
SOAP.k35.scaffold23882	2431	2214.78	18	0.833789
SOAP.k35.scaffold23918	3413	3196.78	0	0
SOAP.k35.scaffold24133	2247	2030.78	0	0
SOAP.k35.scaffold24164	469	264.407	9	3.49208
SOAP.k35.scaffold24190	3459	3242.78	25	0.790928
SOAP.k35.scaffold24272	488	281.727	10	3.64154
SOAP.k35.scaffold24308	355	166.651	0	0
SOAP.k35.scaffold24360	5877	5660.78	1291	23.3972
SOAP.k35.scaffold24508	733	517.672	1	0.19818
SOAP.k35.scaffold24554	2262	2045.78	1423	71.3609
SOAP.k35.scaffold24655	2409	2192.78	10.9124	0.510551
SOAP.k35.scaffold24741	2906	2689.78	997	38.027
SOAP.k35.scaffold24802	2152	1935.78	178	9.43361
SOAP.k35.scaffold24807	1237	1020.78	0	0
SOAP.k35.scaffold25094	2466	2249.78	0	0
SOAP.k35.scaffold25134	2237	2020.78	13	0.659992
SOAP.k35.scaffold25191	340	154.935	0	0
SOAP.k35.scaffold25240	627	413.118	7	1.73836
SOAP.k35.scaffold25288	5380	5163.78	2772	55.0731
SOAP.k35.scaffold25309	1642	1425.78	1086	78.1432
SOAP.k35.scaffold25375	5982	5765.78	6	0.10676
SOAP.k35.scaffold25392	5218	5001.78	472.534	9.69221
SOAP.k35.scaffold25446	3375	3158.78	2	0.0649568
SOAP.k35.scaffold25501	384	190.448	0	0
SOAP.k35.scaffold25563	1742	1525.78	2.00972	0.135132
SOAP.k35.scaffold25626	3780	3563.78	18	0.518174
SOAP.k35.scaffold25664	874	657.989	0	0
SOAP.k35.scaffold25678	1254	1037.78	152	15.0263
SOAP.k35.scaffold25717	2904	2687.78	28	1.06876
SOAP.k35.scaffold25926	2812	2595.78	2115.06	83.5928
SOAP.k35.scaffold26017	1346	1129.78	6703	608.68
SOAP.k35.scaffold26086	3603	3386.78	3	0.0908759
SOAP.k35.scaffold26111	4190	3973.78	644.87	16.6488
SOAP.k35.scaffold26250	3334	3117.78	10339	340.21
SOAP.k35.scaffold26516	4686	4469.78	688	15.7913
SOAP.k35.scaffold26564	374	181.921	34	19.1739
SOAP.k35.scaffold26726	6359	6142.78	384	6.41329
SOAP.k35.scaffold26946	1201	984.781	4	0.416711
SOAP.k35.scaffold26974	3493	3276.78	32	1.00188
SOAP.k35.scaffold27085	5443	5226.78	182	3.57233
SOAP.k35.scaffold27090	4328	4111.78	5593.53	139.563
SOAP.k35.scaffold27146	745	529.619	15	2.90564
SOAP.k35.scaffold27149	1478	1261.78	1560	126.84
SOAP.k35.scaffold27160	805	589.234	2	0.348223
SOAP.k35.scaffold27258	2003	1786.78	1	0.0574173
SOAP.k35.scaffold27368	334	150.261	0	0
SOAP.k35.scaffold27493	4201	3984.78	406.827	10.4742
SOAP.k35.scaffold27718	4737	4520.78	8.00934	0.18176
SOAP.k35.scaffold28035	2253	2036.78	3	0.151109
SOAP.k35.scaffold28037	625	411.2	107	26.6959
SOAP.k35.scaffold28138	1629	1412.78	1	0.0726172
SOAP.k35.scaffold28189	3449	3232.78	451	14.3125
SOAP.k35.scaffold28259	809	593.234	0	0
SOAP.k35.scaffold28409	2462	2245.78	1208	55.1841
SOAP.k35.scaffold28687	761	545.405	19	3.57395
SOAP.k35.scaffold28722	1447	1230.78	579	48.2627
SOAP.k35.scaffold28818	382	188.593	0	0
SOAP.k35.scaffold28982	2056	1839.78	1	0.0557633
SOAP.k35.scaffold29000	1343	1126.78	0	0
SOAP.k35.scaffold29060	2742	2525.78	3	0.121854
SOAP.k35.scaffold29091	3126	2909.78	0	0
SOAP.k35.scaffold29098	1751	1534.78	2	0.13369
SOAP.k35.scaffold29161	1196	979.781	0	0
SOAP.k35.scaffold29209	3485	3268.78	59	1.85174
SOAP.k35.scaffold29268	1924	1707.78	1270	76.2932
SOAP.k35.scaffold29403	2537	2320.78	109	4.81844
SOAP.k35.scaffold29418	709	493.925	7	1.45396
SOAP.k35.scaffold29653	2321	2104.78	1	0.0487425
SOAP.k35.scaffold29680	1212	995.781	1	0.103027
SOAP.k35.scaffold29718	5147	4930.78	0	0
SOAP.k35.scaffold29741	679	464.255	4	0.88393
SOAP.k35.scaffold29816	1405	1188.78	19721.8	1702
SOAP.k35.scaffold30036	1684	1467.78	119	8.31764
SOAP.k35.scaffold30082	2633	2416.78	0	0
SOAP.k35.scaffold30110	4464	4247.78	328	7.92184
SOAP.k35.scaffold30113	1124	907.781	1.31234	0.148313
SOAP.k35.scaffold30154	2942	2725.78	8	0.301102
SOAP.k35.scaffold30295	4099	3882.78	127	3.35564
SOAP.k35.scaffold30408	4794	4577.78	17.211	0.385714
SOAP.k35.scaffold30463	3361	3144.78	309	10.0805
SOAP.k35.scaffold30476	1803	1586.78	72	4.65511
SOAP.k35.scaffold30506	2213	1996.78	2610	134.099
SOAP.k35.scaffold30633	4192	3975.78	13887	358.344
SOAP.k35.scaffold30757	460	256.485	7	2.79995
SOAP.k35.scaffold30759	2796	2579.78	175	6.95936
SOAP.k35.scaffold31025	1227	1010.78	3	0.304494
SOAP.k35.scaffold31196	399	203.159	3	1.51495
SOAP.k35.scaffold31249	1995	1778.78	142	8.18993
SOAP.k35.scaffold31393	1553	1336.78	7	0.53722
SOAP.k35.scaffold31407	7617	7400.78	212	2.93882
SOAP.k35.scaffold31529	2455	2238.78	4	0.1833
SOAP.k35.scaffold31567	548	337.111	0	0
SOAP.k35.scaffold31597	1583	1366.78	0	0
SOAP.k35.scaffold31737	2897	2680.78	1	0.0382695
SOAP.k35.scaffold32017	729	513.724	3	0.599109
SOAP.k35.scaffold32109	409	211.872	0	0
SOAP.k35.scaffold32170	403	206.808	0	0
SOAP.k35.scaffold32205	3678	3461.78	0	0
SOAP.k35.scaffold32330	478	272.412	5	1.88304
SOAP.k35.scaffold32348	2406	2189.78	72.9535	3.4179
SOAP.k35.scaffold32416	3371	3154.78	92.976	3.02354
SOAP.k35.scaffold32597	4019	3802.78	816	22.0142
SOAP.k35.scaffold32682	878	661.989	2	0.309951
SOAP.k35.scaffold32719	3241	3024.78	1579.83	53.5833
SOAP.k35.scaffold32726	4723	4506.78	41.1538	0.936824
SOAP.k35.scaffold32752	1120	903.781	2	0.227029
SOAP.k35.scaffold32788	6989	6772.78	2333	35.3396
SOAP.k35.scaffold32856	3222	3005.78	1251	42.6987
SOAP.k35.scaffold33097	1191	974.781	43	4.52559
SOAP.k35.scaffold33148	4905	4688.78	23	0.503248
SOAP.k35.scaffold33161	2828	2611.78	12.3526	0.485216
SOAP.k35.scaffold33200	661	446.347	0	0
SOAP.k35.scaffold33204	794	578.292	0	0
SOAP.k35.scaffold33369	1981	1764.78	194	11.2778
SOAP.k35.scaffold33407	437	236.257	0	0
SOAP.k35.scaffold33503	3319	3102.78	36	1.19033
SOAP.k35.scaffold33522	1354	1137.78	125	11.2711
SOAP.k35.scaffold33555	408	210.962	0	0
SOAP.k35.scaffold33783	417	218.704	10	4.69091
SOAP.k35.scaffold33871	1099	882.781	2391	277.869
SOAP.k35.scaffold33918	2995	2778.78	238	8.78693
SOAP.k35.scaffold34005	3181	2964.78	6	0.207622
SOAP.k35.scaffold34045	1720	1503.78	8	0.545783
SOAP.k35.scaffold34067	3650	3433.78	2	0.0597547
SOAP.k35.scaffold34128	4114	3897.78	1033	27.1893
SOAP.k35.scaffold34131	4224	4007.78	1142	29.2332
SOAP.k35.scaffold34324	5370	5153.78	1	0.0199062
SOAP.k35.scaffold34369	747	531.566	0	0
SOAP.k35.scaffold34514	2775	2558.78	10	0.400942
SOAP.k35.scaffold34713	3299	3082.78	886	29.4853
SOAP.k35.scaffold34715	2069	1852.78	12	0.664464
SOAP.k35.scaffold34741	614	400.607	2190	560.841
SOAP.k35.scaffold34791	1572	1355.78	194	14.68
SOAP.k35.scaffold34798	1247	1030.78	0	0
SOAP.k35.scaffold34799	516	306.9	0	0
SOAP.k35.scaffold34911	2242	2025.78	0	0
SOAP.k35.scaffold34935	7320	7103.78	1527	22.0528
SOAP.k35.scaffold34939	766	550.405	0	0
SOAP.k35.scaffold34984	4005	3788.78	2	0.0541558
SOAP.k35.scaffold35030	312	133.184	2	1.54061
SOAP.k35.scaffold35041	864	647.989	0	0
SOAP.k35.scaffold35053	608	394.807	0	0
SOAP.k35.scaffold35144	398	202.376	0	0
SOAP.k35.scaffold35173	1122	905.781	50	5.66319
SOAP.k35.scaffold35174	1586	1369.78	0	0
SOAP.k35.scaffold35231	354	165.929	0	0
SOAP.k35.scaffold35292	1601	1384.78	236	17.4842
SOAP.k35.scaffold35331	4169	3952.78	742	19.2582
SOAP.k35.scaffold35358	2567	2350.78	482.784	21.0695
SOAP.k35.scaffold35390	3128	2911.78	5076	178.845
SOAP.k35.scaffold35464	2922	2705.78	545	20.6642
SOAP.k35.scaffold35580	1331	1114.78	360	33.1304
SOAP.k35.scaffold35677	2791	2574.78	33.316	1.32747
SOAP.k35.scaffold35704	601	388.122	1	0.26433
SOAP.k35.scaffold36024	2297	2080.78	86	4.2402
SOAP.k35.scaffold36192	433	232.8	17	7.4917
SOAP.k35.scaffold36269	3382	3165.78	48	1.55552
SOAP.k35.scaffold36314	1122	905.781	281	31.8271
SOAP.k35.scaffold36329	387	192.991	9	4.78431
SOAP.k35.scaffold36380	677	462.255	0	0
SOAP.k35.scaffold36524	981	764.781	45	6.03656
SOAP.k35.scaffold36639	527	317.298	2	0.646661
SOAP.k35.scaffold36659	1504	1287.78	0	0
SOAP.k35.scaffold36686	2373	2156.78	702	33.3922
SOAP.k35.scaffold36693	1376	1159.78	0	0
SOAP.k35.scaffold36714	2828	2611.78	146	5.73496
SOAP.k35.scaffold36720	1754	1537.78	9.6651	0.644802
SOAP.k35.scaffold36739	2589	2372.78	0	0
SOAP.k35.scaffold36807	1817	1600.78	1	0.0640888
SOAP.k35.scaffold36829	2056	1839.78	24	1.33832
SOAP.k35.scaffold36999	371	179.555	0	0
SOAP.k35.scaffold37020	596	383.2	0	0
SOAP.k35.scaffold37029	3765	3548.78	43	1.24309
SOAP.k35.scaffold37295	791	575.292	0	0
SOAP.k35.scaffold37625	2251	2034.78	16	0.806709
SOAP.k35.scaffold37640	572	360.059	1	0.284932
SOAP.k35.scaffold37686	384	190.448	42	22.6249
SOAP.k35.scaffold37764	2569	2352.78	405	17.6599
SOAP.k35.scaffold37815	714	498.825	33	6.78703
SOAP.k35.scaffold37862	1018	801.781	1	0.127955
SOAP.k35.scaffold37898	645	430.568	0	0
SOAP.k35.scaffold37901	804	588.234	2	0.348815
SOAP.k35.scaffold37953	2037	1820.78	5.04271	0.284132
SOAP.k35.scaffold37965	2727	2510.78	2236	91.3645
SOAP.k35.scaffold37992	434	233.727	6	2.63365
SOAP.k35.scaffold38089	1990	1773.78	234	13.5341
SOAP.k35.scaffold38160	877	660.989	0	0
SOAP.k35.scaffold38279	3209	2992.78	0	0
SOAP.k35.scaffold38280	4519	4302.78	5	0.119216
SOAP.k35.scaffold38406	615	401.567	0	0
SOAP.k35.scaffold38528	2968	2751.78	3	0.111846
SOAP.k35.scaffold38550	949	732.855	12.6739	1.77422
SOAP.k35.scaffold38684	3891	3674.78	7	0.195425
SOAP.k35.scaffold38725	692	476.973	51	10.9696
SOAP.k35.scaffold38739	798	582.292	6	1.05712
SOAP.k35.scaffold38826	5007	4790.78	0	0
SOAP.k35.scaffold38880	2656	2439.78	125	5.25622
SOAP.k35.scaffold38906	1648	1431.78	6.0309	0.432135
SOAP.k35.scaffold39044	2034	1817.78	4	0.225753
SOAP.k35.scaffold39172	408	210.962	2	0.972612
SOAP.k35.scaffold39252	3671	3454.78	5	0.148479
SOAP.k35.scaffold39288	992	775.781	115	15.208
SOAP.k35.scaffold39324	2613	2396.78	0	0
SOAP.k35.scaffold39376	3043	2826.78	15	0.544394
SOAP.k35.scaffold39388	735	519.672	0	0
SOAP.k35.scaffold39539	1102	885.781	0	0
SOAP.k35.scaffold39573	721	505.825	74	15.0088
SOAP.k35.scaffold39596	2356	2139.78	1	0.0479452
SOAP.k35.scaffold39668	542	331.247	9	2.78744
SOAP.k35.scaffold39771	1121	904.781	0	0
SOAP.k35.scaffold39875	2995	2778.78	1334	49.2511
SOAP.k35.scaffold39877	676	461.301	0	0
SOAP.k35.scaffold40039	6854	6637.78	1554	24.0183
SOAP.k35.scaffold40041	555	343.698	0	0
SOAP.k35.scaffold40097	2967	2750.78	408	15.2166
SOAP.k35.scaffold40105	3973	3756.78	3	0.0819256
SOAP.k35.scaffold40131	874	657.989	0	0
SOAP.k35.scaffold40379	439	238.009	14	6.03461
SOAP.k35.scaffold40471	524	314.522	0	0
SOAP.k35.scaffold40590	1986	1769.78	670	38.8391
SOAP.k35.scaffold40620	625	411.2	0	0
SOAP.k35.scaffold40733	984	767.781	1	0.133622
SOAP.k35.scaffold40745	1600	1383.78	642	47.5973
SOAP.k35.scaffold40759	546	335.213	1	0.306051
SOAP.k35.scaffold40823	841	625.052	0	0
SOAP.k35.scaffold40855	2426	2209.78	4	0.185706
SOAP.k35.scaffold40960	2313	2096.78	21.9154	1.07229
SOAP.k35.scaffold40969	1016	799.781	0	0
SOAP.k35.scaffold41094	1064	847.781	3	0.363038
SOAP.k35.scaffold41174	459	255.645	0	0
SOAP.k35.scaffold41326	2148	1931.78	1.23211	0.0654342
SOAP.k35.scaffold41362	541	330.347	0	0
SOAP.k35.scaffold41392	1262	1045.78	17	1.66772
SOAP.k35.scaffold41538	490	283.438	139	50.312
SOAP.k35.scaffold41560	2408	2191.78	20852	976.034
SOAP.k35.scaffold41572	903	686.855	0	0
SOAP.k35.scaffold41645	1615	1398.78	7	0.513408
SOAP.k35.scaffold41680	3182	2965.78	799.145	27.644
SOAP.k35.scaffold41778	1928	1711.78	4	0.239732
SOAP.k35.scaffold41809	3077	2860.78	630	22.5928
SOAP.k35.scaffold41858	671	456.347	0	0
SOAP.k35.scaffold41909	1948	1731.78	12	0.71089
SOAP.k35.scaffold42025	5105	4888.78	0	0
SOAP.k35.scaffold42106	524	314.522	0	0
SOAP.k35.scaffold42127	760	544.459	0.000665991	0.000125492
SOAP.k35.scaffold42139	5939	5722.78	721.861	12.9408
SOAP.k35.scaffold42282	3262	3045.78	2	0.0673668
SOAP.k35.scaffold42284	2715	2498.78	0	0
SOAP.k35.scaffold42353	1741	1524.78	2023	136.114
SOAP.k35.scaffold42474	676	461.301	0	0
SOAP.k35.scaffold42691	513	304.086	0	0
SOAP.k35.scaffold42777	2113	1896.78	2835	153.338
SOAP.k35.scaffold42782	525	315.427	0	0
SOAP.k35.scaffold42823	514	305.086	0	0
SOAP.k35.scaffold42834	1237	1020.78	128	12.8645
SOAP.k35.scaffold42968	1625	1408.78	81.1949	5.91289
SOAP.k35.scaffold42980	898	681.855	5	0.752302
SOAP.k35.scaffold43057	1192	975.781	10	1.05139
SOAP.k35.scaffold43115	633	418.951	322	78.8511
SOAP.k35.scaffold43145	1677	1460.78	11	0.772542
SOAP.k35.scaffold43229	851	634.989	0	0
SOAP.k35.scaffold43317	1777	1560.78	5	0.328657
SOAP.k35.scaffold43482	533	322.909	81	25.7347
SOAP.k35.scaffold43582	3652	3435.78	1137	33.9507
SOAP.k35.scaffold43623	2439	2222.78	719	33.1854
SOAP.k35.scaffold43624	478	272.412	11	4.14268
SOAP.k35.scaffold43652	979	762.781	160	21.5196
SOAP.k35.scaffold43688	874	657.989	17	2.6506
SOAP.k35.scaffold43743	1535	1318.78	4279	332.877
SOAP.k35.scaffold43852	3246	3029.78	875	29.6286
SOAP.k35.scaffold43926	748	532.566	1	0.192637
SOAP.k35.scaffold43973	1171	954.781	1	0.107451
SOAP.k35.scaffold43980	1440	1223.78	15	1.25748
SOAP.k35.scaffold43981	797	581.292	0	0
SOAP.k35.scaffold44009	4181	3964.78	3201	82.8287
SOAP.k35.scaffold44019	1278	1061.78	79	7.6332
SOAP.k35.scaffold44081	744	528.672	0	0
SOAP.k35.scaffold44097	638	423.782	3	0.726263
SOAP.k35.scaffold44107	587	374.542	1	0.273914
SOAP.k35.scaffold44162	1102	885.781	0	0
SOAP.k35.scaffold44214	589	376.391	2.2348	0.609136
SOAP.k35.scaffold44221	853	636.989	1	0.161058
SOAP.k35.scaffold44248	695	479.973	0	0
SOAP.k35.scaffold44275	3157	2940.78	2431	84.808
SOAP.k35.scaffold44282	3957	3740.78	78	2.13918
SOAP.k35.scaffold44285	772	556.349	0	0
SOAP.k35.scaffold44322	4244	4027.78	4	0.101885
SOAP.k35.scaffold44375	4692	4475.78	285	6.53267
SOAP.k35.scaffold44392	611	397.648	0	0
SOAP.k35.scaffold44404	778	562.349	2	0.36487
SOAP.k35.scaffold44409	731	515.672	0	0
SOAP.k35.scaffold44464	1687	1470.78	88	6.13831
SOAP.k35.scaffold44507	586	373.542	1	0.274647
SOAP.k35.scaffold44511	3614	3397.78	4157	125.516
SOAP.k35.scaffold44526	1448	1231.78	31	2.58192
SOAP.k35.scaffold44548	644	429.611	2	0.477605
SOAP.k35.scaffold44588	861	644.989	0	0
SOAP.k35.scaffold44612	1128	911.781	4	0.450074
SOAP.k35.scaffold44646	1057	840.781	38	4.63676
SOAP.k35.scaffold44703	611	397.648	0	0
SOAP.k35.scaffold44749	853	636.989	1	0.161058
SOAP.k35.scaffold44775	636	421.866	2	0.486373
SOAP.k35.scaffold44800	945	728.855	0	0
