target_id	length	eff_length	est_counts	tpm
SOAP.k35.scaffold11951	3737	3511.76	486.766	14.3191
SOAP.k35.scaffold12072	433	225.167	142	65.1485
SOAP.k35.scaffold12084	1151	925.764	1294	144.396
SOAP.k35.scaffold12282	4077	3851.76	2855.46	76.5836
SOAP.k35.scaffold12348	7078	6852.76	7	0.105524
SOAP.k35.scaffold12509	1188	962.764	0	0
SOAP.k35.scaffold12730	2402	2176.76	1036	49.1664
SOAP.k35.scaffold12807	732	507.453	0	0
SOAP.k35.scaffold12869	2760	2534.76	0	0
SOAP.k35.scaffold12878	3306	3080.76	375	12.5746
SOAP.k35.scaffold13135	5341	5115.76	24	0.484642
SOAP.k35.scaffold13170	1774	1548.76	211	14.074
SOAP.k35.scaffold13312	2574	2348.76	5	0.219913
SOAP.k35.scaffold13498	3713	3487.76	1824	54.0254
SOAP.k35.scaffold13553	2647	2421.76	0	0
SOAP.k35.scaffold13596	6949	6723.76	6	0.0921847
SOAP.k35.scaffold13613	460	248.625	0	0
SOAP.k35.scaffold13737	4838	4612.76	931	20.8501
SOAP.k35.scaffold13773	1888	1662.76	7	0.434898
SOAP.k35.scaffold13828	2566	2340.76	0	0
SOAP.k35.scaffold14071	762	537.244	0	0
SOAP.k35.scaffold14279	2538	2312.76	3	0.134002
SOAP.k35.scaffold14416	4282	4056.76	29.1245	0.741651
SOAP.k35.scaffold14453	1942	1716.76	7	0.421218
SOAP.k35.scaffold14571	3106	2880.76	30.0336	1.07701
SOAP.k35.scaffold14905	8238	8012.76	794.72	10.2459
SOAP.k35.scaffold14928	3523	3297.76	5	0.156628
SOAP.k35.scaffold15024	1309	1083.76	3	0.285961
SOAP.k35.scaffold15706	940	714.836	40.9615	5.91956
SOAP.k35.scaffold15753	727	502.453	652	134.052
SOAP.k35.scaffold15848	2648	2422.76	186	7.93089
SOAP.k35.scaffold16115	4490	4264.76	120	2.90674
SOAP.k35.scaffold16414	2673	2447.76	1	0.0422037
SOAP.k35.scaffold16485	1214	988.764	5	0.522393
SOAP.k35.scaffold16551	2332	2106.76	3177	155.783
SOAP.k35.scaffold16578	4551	4325.76	275	6.56734
SOAP.k35.scaffold16587	2071	1845.76	0	0
SOAP.k35.scaffold16592	1612	1386.76	0	0
SOAP.k35.scaffold16991	3073	2847.76	1879	68.1621
SOAP.k35.scaffold17013	302	119.934	1	0.861349
SOAP.k35.scaffold17212	1043	817.764	567	71.6267
SOAP.k35.scaffold17314	1504	1278.76	16	1.29256
SOAP.k35.scaffold17446	11316	11090.8	1.00833	0.00939206
SOAP.k35.scaffold17656	3571	3345.76	19	0.586649
SOAP.k35.scaffold17728	2421	2195.76	376	17.6898
SOAP.k35.scaffold17796	1589	1363.76	0	0
SOAP.k35.scaffold17814	1078	852.764	31	3.75537
SOAP.k35.scaffold18013	5093	4867.76	22	0.466888
SOAP.k35.scaffold18488	1621	1395.76	0	0
SOAP.k35.scaffold18548	3032	2806.76	3	0.110417
SOAP.k35.scaffold18750	1440	1214.76	0	0
SOAP.k35.scaffold18798	5221	4995.76	624	12.9034
SOAP.k35.scaffold18955	4412	4186.76	219	5.40363
SOAP.k35.scaffold18969	1247	1021.76	0	0
SOAP.k35.scaffold19043	3867	3641.76	5	0.141833
SOAP.k35.scaffold19075	768	543.244	0	0
SOAP.k35.scaffold19199	1136	910.764	7	0.793984
SOAP.k35.scaffold19321	5286	5060.76	88	1.79633
SOAP.k35.scaffold19688	2194	1968.76	223	11.7012
SOAP.k35.scaffold19737	4459	4233.76	0	0
SOAP.k35.scaffold19933	3745	3519.76	6383	187.34
SOAP.k35.scaffold19987	696	472.039	0	0
SOAP.k35.scaffold19997	3599	3373.76	1	0.03062
SOAP.k35.scaffold20492	3939	3713.76	4727	131.49
SOAP.k35.scaffold20897	2171	1945.76	168.79	8.96143
SOAP.k35.scaffold20987	5560	5334.76	4	0.0774577
SOAP.k35.scaffold21123	1978	1752.76	624.994	36.836
SOAP.k35.scaffold21278	1030	804.764	4961	636.826
SOAP.k35.scaffold21342	593	371.63	0	0
SOAP.k35.scaffold21358	980	754.764	280	38.3236
SOAP.k35.scaffold21383	843	617.836	1	0.167204
SOAP.k35.scaffold21446	1487	1261.76	170.191	13.9341
SOAP.k35.scaffold21504	3585	3359.76	4963	152.6
SOAP.k35.scaffold21678	1864	1638.76	0	0
SOAP.k35.scaffold21754	1024	798.764	125.525	16.2342
SOAP.k35.scaffold21886	474	260.487	0	0
SOAP.k35.scaffold22035	5119	4893.76	11	0.232204
SOAP.k35.scaffold22089	1572	1346.76	10	0.767058
SOAP.k35.scaffold22107	2487	2261.76	0	0
SOAP.k35.scaffold22260	1916	1690.76	82	5.01015
SOAP.k35.scaffold22341	3255	3029.76	3	0.10229
SOAP.k35.scaffold22876	1021	795.764	0	0
SOAP.k35.scaffold22975	810	585.077	46.2928	8.17374
SOAP.k35.scaffold22997	2919	2693.76	116.203	4.45634
SOAP.k35.scaffold23141	607	385.098	4	1.07302
SOAP.k35.scaffold23153	3870	3644.76	65	1.84232
SOAP.k35.scaffold23204	7272	7046.76	973	14.2641
SOAP.k35.scaffold23484	1669	1443.76	29	2.07502
SOAP.k35.scaffold23495	404	200.477	0	0
SOAP.k35.scaffold23515	2894	2668.76	4	0.154835
SOAP.k35.scaffold23620	1639	1413.76	2	0.146141
SOAP.k35.scaffold23637	6532	6306.76	23.6008	0.38658
SOAP.k35.scaffold23710	3014	2788.76	149	5.51943
SOAP.k35.scaffold23728	2111	1885.76	2.00382	0.109772
SOAP.k35.scaffold23852	2284	2058.76	692	34.7232
SOAP.k35.scaffold23882	2431	2205.76	19	0.889845
SOAP.k35.scaffold23918	3413	3187.76	1	0.0324066
SOAP.k35.scaffold24133	2247	2021.76	0	0
SOAP.k35.scaffold24164	469	256.021	13	5.2455
SOAP.k35.scaffold24190	3459	3233.76	23	0.73475
SOAP.k35.scaffold24272	488	272.919	18	6.81332
SOAP.k35.scaffold24308	355	160.542	0	0
SOAP.k35.scaffold24360	5877	5651.76	417.834	7.6373
SOAP.k35.scaffold24508	733	508.453	0	0
SOAP.k35.scaffold24554	2262	2036.76	1461	74.1019
SOAP.k35.scaffold24655	2409	2183.76	4.22032	0.199646
SOAP.k35.scaffold24741	2906	2680.76	1107	42.6588
SOAP.k35.scaffold24802	2152	1926.76	52	2.78801
SOAP.k35.scaffold24807	1237	1011.76	1	0.102103
SOAP.k35.scaffold25094	2466	2240.76	0	0
SOAP.k35.scaffold25134	2237	2011.76	16	0.821605
SOAP.k35.scaffold25191	340	149.166	5	3.46275
SOAP.k35.scaffold25240	627	404.265	2	0.511075
SOAP.k35.scaffold25288	5380	5154.76	2119	42.4661
SOAP.k35.scaffold25309	1642	1416.76	1107	80.7179
SOAP.k35.scaffold25375	5982	5756.76	4	0.0717797
SOAP.k35.scaffold25392	5218	4992.76	235.217	4.86685
SOAP.k35.scaffold25446	3375	3149.76	1	0.0327976
SOAP.k35.scaffold25501	384	184.298	0	0
SOAP.k35.scaffold25563	1742	1516.76	2.00709	0.1367
SOAP.k35.scaffold25626	3780	3554.76	22	0.63934
SOAP.k35.scaffold25664	874	648.836	0	0
SOAP.k35.scaffold25678	1254	1028.76	202	20.2841
SOAP.k35.scaffold25717	2904	2678.76	31	1.19549
SOAP.k35.scaffold25926	2812	2586.76	2007.13	80.1565
SOAP.k35.scaffold26017	1346	1120.76	5329	491.192
SOAP.k35.scaffold26086	3603	3377.76	8	0.24467
SOAP.k35.scaffold26111	4190	3964.76	629.012	16.3893
SOAP.k35.scaffold26250	3334	3108.76	8765	291.262
SOAP.k35.scaffold26516	4686	4460.76	1054	24.4091
SOAP.k35.scaffold26564	374	176.01	29.5953	17.3702
SOAP.k35.scaffold26726	6359	6133.76	341	5.74311
SOAP.k35.scaffold26946	1201	975.764	3	0.317612
SOAP.k35.scaffold26974	3493	3267.76	19	0.600652
SOAP.k35.scaffold27085	5443	5217.76	275	5.44463
SOAP.k35.scaffold27090	4328	4102.76	4010.6	100.984
SOAP.k35.scaffold27146	745	520.35	16	3.17647
SOAP.k35.scaffold27149	1478	1252.76	4128	340.401
SOAP.k35.scaffold27160	805	580.077	0	0
SOAP.k35.scaffold27258	2003	1777.76	1	0.0581093
SOAP.k35.scaffold27368	334	144.516	3	2.14449
SOAP.k35.scaffold27493	4201	3975.76	407.286	10.5828
SOAP.k35.scaffold27718	4737	4511.76	3.0021	0.0687383
SOAP.k35.scaffold28035	2253	2027.76	3	0.152835
SOAP.k35.scaffold28037	625	402.265	143	36.7235
SOAP.k35.scaffold28138	1629	1403.76	0	0
SOAP.k35.scaffold28189	3449	3223.76	387	12.4013
SOAP.k35.scaffold28259	809	584.077	1	0.176868
SOAP.k35.scaffold28409	2462	2236.76	1153.86	53.2911
SOAP.k35.scaffold28687	761	536.244	14	2.69703
SOAP.k35.scaffold28722	1447	1221.76	519	43.8834
SOAP.k35.scaffold28818	382	182.662	0	0
SOAP.k35.scaffold28982	2056	1830.76	6	0.338562
SOAP.k35.scaffold29000	1343	1117.76	1	0.0924208
SOAP.k35.scaffold29060	2742	2516.76	7	0.287326
SOAP.k35.scaffold29091	3126	2900.76	1	0.0356129
SOAP.k35.scaffold29098	1751	1525.76	2	0.135414
SOAP.k35.scaffold29161	1196	970.764	0	0
SOAP.k35.scaffold29209	3485	3259.76	18	0.570435
SOAP.k35.scaffold29268	1924	1698.76	1034	62.8793
SOAP.k35.scaffold29403	2537	2311.76	81	3.61961
SOAP.k35.scaffold29418	709	484.752	0	0
SOAP.k35.scaffold29653	2321	2095.76	0	0
SOAP.k35.scaffold29680	1212	986.764	10	1.0469
SOAP.k35.scaffold29718	5147	4921.76	0	0
SOAP.k35.scaffold29741	679	455.319	4	0.907537
SOAP.k35.scaffold29816	1405	1179.76	20338	1780.87
SOAP.k35.scaffold30036	1684	1458.76	1	0.0708166
SOAP.k35.scaffold30082	2633	2407.76	1	0.0429048
SOAP.k35.scaffold30110	4464	4238.76	274.984	6.70176
SOAP.k35.scaffold30113	1124	898.764	0	0
SOAP.k35.scaffold30154	2942	2716.76	19	0.722473
SOAP.k35.scaffold30295	4099	3873.76	224.031	5.97441
SOAP.k35.scaffold30408	4794	4568.76	3.01082	0.0680778
SOAP.k35.scaffold30463	3361	3135.76	259	8.5325
SOAP.k35.scaffold30476	1803	1577.76	54	3.53567
SOAP.k35.scaffold30506	2213	1987.76	2442	126.911
SOAP.k35.scaffold30633	4192	3966.76	25132	654.501
SOAP.k35.scaffold30757	460	248.625	8	3.32404
SOAP.k35.scaffold30759	2796	2570.76	109	4.3801
SOAP.k35.scaffold31025	1227	1001.76	1	0.103123
SOAP.k35.scaffold31196	399	196.184	1	0.526569
SOAP.k35.scaffold31249	1995	1769.76	158	9.22278
SOAP.k35.scaffold31393	1553	1327.76	0	0
SOAP.k35.scaffold31407	7617	7391.76	212	2.96284
SOAP.k35.scaffold31529	2455	2229.76	2.06843	0.09583
SOAP.k35.scaffold31567	548	328.668	0	0
SOAP.k35.scaffold31597	1583	1357.76	0	0
SOAP.k35.scaffold31737	2897	2671.76	0	0
SOAP.k35.scaffold32017	729	504.453	4	0.819141
SOAP.k35.scaffold32109	409	204.67	0	0
SOAP.k35.scaffold32170	403	199.585	0	0
SOAP.k35.scaffold32205	3678	3452.76	4.20282	0.125746
SOAP.k35.scaffold32330	478	264.188	5.62614	2.19997
SOAP.k35.scaffold32348	2406	2180.76	86	4.07389
SOAP.k35.scaffold32416	3371	3145.76	117.884	3.87123
SOAP.k35.scaffold32597	4019	3793.76	739	20.1231
SOAP.k35.scaffold32682	878	652.836	2	0.31648
SOAP.k35.scaffold32719	3241	3015.76	1138.5	38.9993
SOAP.k35.scaffold32726	4723	4497.76	48.6532	1.11747
SOAP.k35.scaffold32752	1120	894.764	13	1.50091
SOAP.k35.scaffold32788	6989	6763.76	2370	36.1976
SOAP.k35.scaffold32856	3222	2996.76	1166.99	40.2286
SOAP.k35.scaffold33097	1191	965.764	43	4.59957
SOAP.k35.scaffold33148	4905	4679.76	6	0.132449
SOAP.k35.scaffold33161	2828	2602.76	8.2711	0.328283
SOAP.k35.scaffold33200	661	437.631	0	0
SOAP.k35.scaffold33204	794	569.077	0	0
SOAP.k35.scaffold33369	1981	1755.76	166	9.76701
SOAP.k35.scaffold33407	437	228.591	1	0.45192
SOAP.k35.scaffold33503	3319	3093.76	36.2806	1.21145
SOAP.k35.scaffold33522	1354	1128.76	449	41.0925
SOAP.k35.scaffold33555	408	203.868	2	1.01345
SOAP.k35.scaffold33783	417	211.464	0	0
SOAP.k35.scaffold33871	1099	873.764	1778	210.212
SOAP.k35.scaffold33918	2995	2769.76	267	9.95837
SOAP.k35.scaffold34005	3181	2955.76	4	0.139801
SOAP.k35.scaffold34045	1720	1494.76	0	0
SOAP.k35.scaffold34067	3650	3424.76	1	0.030164
SOAP.k35.scaffold34128	4114	3888.76	650	17.2672
SOAP.k35.scaffold34131	4224	3998.76	1125	29.0634
SOAP.k35.scaffold34324	5370	5144.76	2	0.0401591
SOAP.k35.scaffold34369	747	522.35	0	0
SOAP.k35.scaffold34514	2775	2549.76	19	0.769792
SOAP.k35.scaffold34713	3299	3073.76	1077	36.1964
SOAP.k35.scaffold34715	2069	1843.76	17	0.952497
SOAP.k35.scaffold34741	614	391.785	10668	2812.91
SOAP.k35.scaffold34791	1572	1346.76	170	13.04
SOAP.k35.scaffold34798	1247	1021.76	0	0
SOAP.k35.scaffold34799	516	298.87	0	0
SOAP.k35.scaffold34911	2242	2016.76	0	0
SOAP.k35.scaffold34935	7320	7094.76	1361	19.8171
SOAP.k35.scaffold34939	766	541.244	1	0.190865
SOAP.k35.scaffold34984	4005	3779.76	14	0.382634
SOAP.k35.scaffold35030	312	127.503	2	1.62043
SOAP.k35.scaffold35041	864	638.836	1	0.161708
SOAP.k35.scaffold35053	608	386.098	1	0.267561
SOAP.k35.scaffold35144	398	195.312	3	1.58677
SOAP.k35.scaffold35173	1122	896.764	66	7.60301
SOAP.k35.scaffold35174	1586	1360.76	0	0
SOAP.k35.scaffold35231	354	159.815	0	0
SOAP.k35.scaffold35292	1601	1375.76	153	11.4886
SOAP.k35.scaffold35331	4169	3943.76	789	20.6674
SOAP.k35.scaffold35358	2567	2341.76	1032.32	45.5398
SOAP.k35.scaffold35390	3128	2902.76	5076	180.647
SOAP.k35.scaffold35464	2922	2696.76	533	20.4176
SOAP.k35.scaffold35580	1331	1105.76	379	35.4076
SOAP.k35.scaffold35677	2791	2565.76	3.10869	0.125164
SOAP.k35.scaffold35704	601	379.252	2	0.544782
SOAP.k35.scaffold36024	2297	2071.76	65	3.2411
SOAP.k35.scaffold36192	433	225.167	18	8.25826
SOAP.k35.scaffold36269	3382	3156.76	40	1.30899
SOAP.k35.scaffold36314	1122	896.764	201	23.1546
SOAP.k35.scaffold36329	387	186.688	1	0.553354
SOAP.k35.scaffold36380	677	453.319	0	0
SOAP.k35.scaffold36524	981	755.764	30	4.10067
SOAP.k35.scaffold36639	527	309.156	7	2.33905
SOAP.k35.scaffold36659	1504	1278.76	3	0.242354
SOAP.k35.scaffold36686	2373	2147.76	970	46.6557
SOAP.k35.scaffold36693	1376	1150.76	8	0.718164
SOAP.k35.scaffold36714	2828	2602.76	145	5.7551
SOAP.k35.scaffold36720	1754	1528.76	10	0.67574
SOAP.k35.scaffold36739	2589	2363.76	1	0.0437035
SOAP.k35.scaffold36807	1817	1591.76	1	0.0648995
SOAP.k35.scaffold36829	2056	1830.76	25	1.41068
SOAP.k35.scaffold36999	371	173.573	1	0.595165
SOAP.k35.scaffold37020	596	374.48	0	0
SOAP.k35.scaffold37029	3765	3539.76	49	1.43002
SOAP.k35.scaffold37295	791	566.133	0	0
SOAP.k35.scaffold37625	2251	2025.76	15	0.764931
SOAP.k35.scaffold37640	572	351.469	5	1.46961
SOAP.k35.scaffold37686	384	184.298	71	39.7976
SOAP.k35.scaffold37764	2569	2343.76	290	12.7822
SOAP.k35.scaffold37815	714	489.752	2	0.421865
SOAP.k35.scaffold37862	1018	792.764	0	0
SOAP.k35.scaffold37898	645	421.977	0	0
SOAP.k35.scaffold37901	804	579.077	0	0
SOAP.k35.scaffold37953	2037	1811.76	9.02956	0.514855
SOAP.k35.scaffold37965	2727	2501.76	1844	76.1438
SOAP.k35.scaffold37992	434	226.071	4	1.82782
SOAP.k35.scaffold38089	1990	1764.76	214	12.527
SOAP.k35.scaffold38160	877	651.836	0	0
SOAP.k35.scaffold38279	3209	2983.76	0	0
SOAP.k35.scaffold38280	4519	4293.76	2	0.0481185
SOAP.k35.scaffold38406	615	392.785	0	0
SOAP.k35.scaffold38528	2968	2742.76	11	0.414309
SOAP.k35.scaffold38550	949	723.764	19.1779	2.73731
SOAP.k35.scaffold38684	3891	3665.76	10	0.281809
SOAP.k35.scaffold38725	692	468.18	37	8.16411
SOAP.k35.scaffold38739	798	573.077	6	1.08158
SOAP.k35.scaffold38826	5007	4781.76	57	1.23142
SOAP.k35.scaffold38880	2656	2430.76	190	8.07478
SOAP.k35.scaffold38906	1648	1422.76	2	0.145217
SOAP.k35.scaffold39044	2034	1808.76	3	0.17134
SOAP.k35.scaffold39172	408	203.868	1	0.506724
SOAP.k35.scaffold39252	3671	3445.76	2	0.0599604
SOAP.k35.scaffold39288	992	766.764	71	9.56569
SOAP.k35.scaffold39324	2613	2387.76	1	0.0432642
SOAP.k35.scaffold39376	3043	2817.76	13	0.476605
SOAP.k35.scaffold39388	735	510.453	0	0
SOAP.k35.scaffold39539	1102	876.764	1	0.117825
SOAP.k35.scaffold39573	721	496.554	148	30.7904
SOAP.k35.scaffold39596	2356	2130.76	1	0.0484825
SOAP.k35.scaffold39668	542	322.998	8	2.55864
SOAP.k35.scaffold39771	1121	895.764	0	0
SOAP.k35.scaffold39875	2995	2769.76	1021	38.0805
SOAP.k35.scaffold39877	676	452.364	0	0
SOAP.k35.scaffold40039	6854	6628.76	2221	34.6127
SOAP.k35.scaffold40041	555	335.265	0	0
SOAP.k35.scaffold40097	2967	2741.76	256	9.64561
SOAP.k35.scaffold40105	3973	3747.76	1	0.0275643
SOAP.k35.scaffold40131	874	648.836	2	0.318431
SOAP.k35.scaffold40379	439	230.325	5	2.24259
SOAP.k35.scaffold40471	524	306.407	4	1.34859
SOAP.k35.scaffold40590	1986	1760.76	626	36.7276
SOAP.k35.scaffold40620	625	402.265	0	0
SOAP.k35.scaffold40733	984	758.764	0	0
SOAP.k35.scaffold40745	1600	1374.76	485	36.4446
SOAP.k35.scaffold40759	546	326.801	3	0.948327
SOAP.k35.scaffold40823	841	615.836	0	0
SOAP.k35.scaffold40855	2426	2200.76	2	0.0938807
SOAP.k35.scaffold40960	2313	2087.76	9.19884	0.455168
SOAP.k35.scaffold40969	1016	790.764	0	0
SOAP.k35.scaffold41094	1064	838.764	5	0.615815
SOAP.k35.scaffold41174	459	247.702	1	0.417052
SOAP.k35.scaffold41326	2148	1922.76	2	0.107454
SOAP.k35.scaffold41362	541	322.096	0	0
SOAP.k35.scaffold41392	1262	1036.76	18	1.79355
SOAP.k35.scaffold41538	490	274.722	92	34.5951
SOAP.k35.scaffold41560	2408	2182.76	17553	830.739
SOAP.k35.scaffold41572	903	677.836	1	0.152404
SOAP.k35.scaffold41645	1615	1389.76	2	0.148665
SOAP.k35.scaffold41680	3182	2956.76	651.478	22.7616
SOAP.k35.scaffold41778	1928	1702.76	10	0.606688
SOAP.k35.scaffold41809	3077	2851.76	608	22.0247
SOAP.k35.scaffold41858	671	447.364	0	0
SOAP.k35.scaffold41909	1948	1722.76	18	1.07936
SOAP.k35.scaffold42025	5105	4879.76	4	0.0846801
SOAP.k35.scaffold42106	524	306.407	4	1.34859
SOAP.k35.scaffold42127	760	535.244	0	0
SOAP.k35.scaffold42139	5939	5713.76	588.528	10.6406
SOAP.k35.scaffold42282	3262	3036.76	0	0
SOAP.k35.scaffold42284	2715	2489.76	0	0
SOAP.k35.scaffold42353	1741	1515.76	1863	126.97
SOAP.k35.scaffold42474	676	452.364	0	0
SOAP.k35.scaffold42691	513	296.174	1	0.348797
SOAP.k35.scaffold42777	2113	1887.76	2118	115.904
SOAP.k35.scaffold42782	525	307.313	0	0
SOAP.k35.scaffold42823	514	297.053	0	0
SOAP.k35.scaffold42834	1237	1011.76	123	12.5587
SOAP.k35.scaffold42968	1625	1399.76	45.1497	3.33211
SOAP.k35.scaffold42980	898	672.836	5	0.767681
SOAP.k35.scaffold43057	1192	966.764	18	1.92341
SOAP.k35.scaffold43115	633	410.101	294	74.0587
SOAP.k35.scaffold43145	1677	1451.76	1	0.071158
SOAP.k35.scaffold43229	851	625.836	0	0
SOAP.k35.scaffold43317	1777	1551.76	4	0.26629
SOAP.k35.scaffold43482	533	314.807	71	23.2989
SOAP.k35.scaffold43582	3652	3426.76	1278	38.5271
SOAP.k35.scaffold43623	2439	2213.76	597	27.8588
SOAP.k35.scaffold43624	478	264.188	0	0
SOAP.k35.scaffold43652	979	753.764	218	29.8773
SOAP.k35.scaffold43688	874	648.836	17	2.70666
SOAP.k35.scaffold43743	1535	1309.76	4339	342.229
SOAP.k35.scaffold43852	3246	3020.76	745	25.4777
SOAP.k35.scaffold43926	748	523.298	4	0.789644
SOAP.k35.scaffold43973	1171	945.764	1	0.109229
SOAP.k35.scaffold43980	1440	1214.76	23	1.95594
SOAP.k35.scaffold43981	797	572.077	1	0.180578
SOAP.k35.scaffold44009	4181	3955.76	2421	63.2243
SOAP.k35.scaffold44019	1278	1052.76	87	8.53705
SOAP.k35.scaffold44081	744	519.402	2	0.397783
SOAP.k35.scaffold44097	638	414.977	1	0.248941
SOAP.k35.scaffold44107	587	365.853	0	0
SOAP.k35.scaffold44162	1102	876.764	6	0.706949
SOAP.k35.scaffold44214	589	367.779	0	0
SOAP.k35.scaffold44221	853	627.836	20	3.29082
SOAP.k35.scaffold44248	695	471.133	0	0
SOAP.k35.scaffold44275	3157	2931.76	1934	68.1471
SOAP.k35.scaffold44282	3957	3731.76	79	2.18692
SOAP.k35.scaffold44285	772	547.244	0	0
SOAP.k35.scaffold44322	4244	4018.76	21	0.539817
SOAP.k35.scaffold44375	4692	4466.76	284	6.56818
SOAP.k35.scaffold44392	611	388.942	0	0
SOAP.k35.scaffold44404	778	553.189	0	0
SOAP.k35.scaffold44409	731	506.453	0	0
SOAP.k35.scaffold44464	1687	1461.76	96	6.78444
SOAP.k35.scaffold44507	586	364.89	1	0.283112
SOAP.k35.scaffold44511	3614	3388.76	3319	101.178
SOAP.k35.scaffold44526	1448	1222.76	12	1.01381
SOAP.k35.scaffold44548	644	420.977	0	0
SOAP.k35.scaffold44588	861	635.836	0	0
SOAP.k35.scaffold44612	1128	902.764	1	0.114431
SOAP.k35.scaffold44646	1057	831.764	11	1.36619
SOAP.k35.scaffold44703	611	388.942	0	0
SOAP.k35.scaffold44749	853	627.836	2	0.329082
SOAP.k35.scaffold44775	636	413.019	1	0.250121
SOAP.k35.scaffold44800	945	719.764	0	0
